sigma_A_over_sigma_omega,K_over_sigma_omega,mean_abs_drift_over_sigma_omega,positive_fraction,negative_fraction
1.090909091,1.696969697,0.3630569466,0.256,0.2638
1.151515152,1.696969697,0.3531564301,0.2298,0.2444
1.212121212,1.696969697,0.3461957278,0.2356,0.2438
1.272727273,1.696969697,0.3389983979,0.2122,0.2248
1.333333333,1.696969697,0.3324311155,0.2204,0.2164
1.393939394,1.696969697,0.3257737056,0.1922,0.2028
1.454545455,1.696969697,0.3186613882,0.2074,0.2006
1.515151515,1.696969697,0.3120967428,0.1958,0.2004
1.575757576,1.696969697,0.3050833322,0.2112,0.214
1.636363636,1.696969697,0.2977447682,0.1808,0.1816
1.696969697,1.696969697,0.2907694097,0.1892,0.1956
1.757575758,1.696969697,0.284126937,0.1762,0.1848
1.818181818,1.696969697,0.2771337302,0.1748,0.1862
1.878787879,1.696969697,0.2715261631,0.1788,0.1736
1.939393939,1.696969697,0.2661952263,0.1718,0.1678
2,1.696969697,0.2606324632,0.162,0.1554
2.060606061,1.696969697,0.2552923325,0.1588,0.156
2.121212121,1.696969697,0.2498033193,0.1472,0.141
2.181818182,1.696969697,0.2444237643,0.1508,0.1514
2.242424242,1.696969697,0.2396398628,0.1446,0.1466
2.303030303,1.696969697,0.2348900064,0.1546,0.149
2.363636364,1.696969697,0.2298511418,0.1354,0.1334
2.424242424,1.696969697,0.2253715762,0.1318,0.1336
2.484848485,1.696969697,0.2210356208,0.1382,0.1294
2.545454545,1.696969697,0.2166883148,0.137,0.1306
2.606060606,1.696969697,0.2121317403,0.1308,0.1224
2.666666667,1.696969697,0.2085460155,0.1182,0.1158
2.727272727,1.696969697,0.204982298,0.1196,0.1158
2.787878788,1.696969697,0.2011624804,0.1182,0.1138
2.848484848,1.696969697,0.1975523245,0.119,0.1102
2.909090909,1.696969697,0.1936642932,0.1132,0.1048
2.96969697,1.696969697,0.1902184878,0.1098,0.104
3.03030303,1.696969697,0.1865678946,0.1158,0.1082
3.090909091,1.696969697,0.1830785708,0.1068,0.0986
3.151515152,1.696969697,0.1796071284,0.1074,0.0982
3.212121212,1.696969697,0.1763593115,0.1104,0.1016
3.272727273,1.696969697,0.1729553431,0.1034,0.0962
3.333333333,1.696969697,0.1700800683,0.0984,0.0934
3.393939394,1.696969697,0.1671540561,0.1,0.0942
3.454545455,1.696969697,0.1647049746,0.1004,0.0906
3.515151515,1.696969697,0.1620257775,0.093,0.0854
3.575757576,1.696969697,0.1593710136,0.091,0.0832
3.636363636,1.696969697,0.156759164,0.09,0.0846
3.696969697,1.696969697,0.1543987084,0.0912,0.0816
3.757575758,1.696969697,0.1521864121,0.089,0.081
3.818181818,1.696969697,0.1499486813,0.0904,0.0824
3.878787879,1.696969697,0.1475089036,0.0844,0.0788
3.939393939,1.696969697,0.1451434961,0.0824,0.0766
4,1.696969697,0.1430185912,0.0822,0.0758
4.060606061,1.696969697,0.1411020561,0.08,0.0754
4.121212121,1.696969697,0.1392171192,0.0826,0.0732
4.181818182,1.696969697,0.1372535569,0.0766,0.0718
4.242424242,1.696969697,0.135386746,0.0778,0.0708
4.303030303,1.696969697,0.1336392583,0.0756,0.0718
4.363636364,1.696969697,0.1316542694,0.0736,0.0694
4.424242424,1.696969697,0.1298510232,0.0728,0.0656
4.484848485,1.696969697,0.1281324692,0.0704,0.0642
4.545454545,1.696969697,0.126620651,0.0696,0.0656
4.606060606,1.696969697,0.1251924006,0.0728,0.0642
4.666666667,1.696969697,0.123922882,0.0698,0.0632
4.727272727,1.696969697,0.1226109822,0.0684,0.0614
4.787878788,1.696969697,0.1212078407,0.0688,0.0626
4.848484848,1.696969697,0.1199259125,0.0674,0.0606
4.909090909,1.696969697,0.1185497333,0.0692,0.0602
4.96969697,1.696969697,0.1173644304,0.0656,0.0582
5.03030303,1.696969697,0.1159826782,0.0634,0.0594
5.090909091,1.696969697,0.1147797595,0.0636,0.0568
5.151515152,1.696969697,0.1135609106,0.0636,0.057
5.212121212,1.696969697,0.1124656254,0.0622,0.0566
5.272727273,1.696969697,0.1112494793,0.0602,0.055
5.333333333,1.696969697,0.1101173006,0.0614,0.055
5.393939394,1.696969697,0.1090507922,0.0596,0.0538
5.454545455,1.696969697,0.1080000981,0.0594,0.053
5.515151515,1.696969697,0.1069226063,0.0592,0.0532
5.575757576,1.696969697,0.1058010703,0.0584,0.0512
5.636363636,1.696969697,0.1048116657,0.058,0.0504
5.696969697,1.696969697,0.1037770596,0.0568,0.05
5.757575758,1.696969697,0.1028236817,0.0556,0.0502
5.818181818,1.696969697,0.1019314601,0.0552,0.0492
5.878787879,1.696969697,0.1009438591,0.054,0.049
5.939393939,1.696969697,0.100110232,0.0544,0.0482
6,1.696969697,0.09922579723,0.054,0.0482
0,1.757575758,0.4730106099,0.4492,0.5358
0.06060606061,1.757575758,0.4671149955,0.4366,0.5242
0.1212121212,1.757575758,0.4651214808,0.4346,0.5054
0.1818181818,1.757575758,0.4543512754,0.428,0.4978
0.2424242424,1.757575758,0.4507481408,0.3998,0.5204
0.303030303,1.757575758,0.4416474412,0.3616,0.4684
0.3636363636,1.757575758,0.4344353948,0.3662,0.4626
0.4242424242,1.757575758,0.4240028594,0.3672,0.4372
0.4848484848,1.757575758,0.4210726895,0.3608,0.3974
0.5454545455,1.757575758,0.411461102,0.3384,0.424
0.6060606061,1.757575758,0.4017314997,0.3344,0.3828
0.6666666667,1.757575758,0.3953182387,0.3376,0.3648
0.7272727273,1.757575758,0.3925901051,0.2916,0.3772
0.7878787879,1.757575758,0.3850708194,0.2948,0.335
0.8484848485,1.757575758,0.3734850541,0.293,0.2782
0.9090909091,1.757575758,0.3644941677,0.2354,0.3006
0.9696969697,1.757575758,0.3550901381,0.2666,0.2642
1.03030303,1.757575758,0.3471783531,0.2406,0.2558
1.090909091,1.757575758,0.3420415153,0.2304,0.2472
1.151515152,1.757575758,0.3348219649,0.2424,0.2362
1.212121212,1.757575758,0.3287237693,0.21,0.2196
1.272727273,1.757575758,0.3219805868,0.2048,0.2068
1.333333333,1.757575758,0.316674758,0.2168,0.2272
1.393939394,1.757575758,0.3125930214,0.1948,0.2052
1.454545455,1.757575758,0.3064975972,0.2054,0.2108
1.515151515,1.757575758,0.3006253132,0.2006,0.2056
1.575757576,1.757575758,0.2954836794,0.1988,0.1982
1.636363636,1.757575758,0.2883948522,0.195,0.1966
1.696969697,1.757575758,0.2823684181,0.1744,0.175
1.757575758,1.757575758,0.2760880143,0.17,0.1706
1.818181818,1.757575758,0.2693278771,0.1664,0.167
1.878787879,1.757575758,0.263670692,0.164,0.1622
1.939393939,1.757575758,0.2589799411,0.164,0.1756
2,1.757575758,0.2543842968,0.1578,0.155
2.060606061,1.757575758,0.2497995121,0.177,0.1636
2.121212121,1.757575758,0.2448057301,0.1604,0.167
2.181818182,1.757575758,0.2401602483,0.144,0.142
2.242424242,1.757575758,0.2358802634,0.1516,0.15
2.303030303,1.757575758,0.231227648,0.1482,0.1442
2.363636364,1.757575758,0.2268126661,0.1344,0.1316
2.424242424,1.757575758,0.2224966094,0.14,0.1338
2.484848485,1.757575758,0.2181651526,0.1314,0.1258
2.545454545,1.757575758,0.2142260183,0.13,0.1252
2.606060606,1.757575758,0.2100820708,0.13,0.128
2.666666667,1.757575758,0.2063391382,0.1206,0.117
2.727272727,1.757575758,0.2028375683,0.1232,0.1194
2.787878788,1.757575758,0.199319303,0.1222,0.1178
2.848484848,1.757575758,0.1955325372,0.126,0.1158
2.909090909,1.757575758,0.1919818829,0.1178,0.111
2.96969697,1.757575758,0.1887035203,0.1164,0.1076
3.03030303,1.757575758,0.1850631444,0.1146,0.1042
3.090909091,1.757575758,0.181536329,0.1052,0.0998
3.151515152,1.757575758,0.1782853776,0.1112,0.1014
3.212121212,1.757575758,0.1749869004,0.1062,0.0978
3.272727273,1.757575758,0.171828874,0.1052,0.0986
3.333333333,1.757575758,0.169039424,0.1028,0.0962
3.393939394,1.757575758,0.1660664489,0.1008,0.095
3.454545455,1.757575758,0.1634643533,0.095,0.0878
3.515151515,1.757575758,0.1610631564,0.0964,0.09
3.575757576,1.757575758,0.1582113477,0.093,0.0854
3.636363636,1.757575758,0.1559868985,0.0962,0.088
3.696969697,1.757575758,0.153644232,0.09,0.0824
3.757575758,1.757575758,0.1513173637,0.0896,0.0822
3.818181818,1.757575758,0.1490815263,0.086,0.0804
3.878787879,1.757575758,0.1469379679,0.0836,0.079
3.939393939,1.757575758,0.1444990574,0.0842,0.0774
4,1.757575758,0.142342987,0.0814,0.0748
4.060606061,1.757575758,0.1404696841,0.0814,0.0752
4.121212121,1.757575758,0.1384955223,0.0788,0.0728
4.181818182,1.757575758,0.136667023,0.078,0.073
4.242424242,1.757575758,0.1350067309,0.077,0.071
4.303030303,1.757575758,0.1332708328,0.078,0.0714
4.363636364,1.757575758,0.1314238787,0.0762,0.072
4.424242424,1.757575758,0.1293767611,0.0726,0.0666
4.484848485,1.757575758,0.1277431649,0.0728,0.0666
4.545454545,1.757575758,0.1261286273,0.0708,0.065
4.606060606,1.757575758,0.1247946885,0.0694,0.0634
4.666666667,1.757575758,0.1234796426,0.068,0.0654
4.727272727,1.757575758,0.1221864771,0.0692,0.0622
4.787878788,1.757575758,0.1208288253,0.067,0.061
4.848484848,1.757575758,0.1195351312,0.067,0.0618
4.909090909,1.757575758,0.1182799035,0.066,0.0584
4.96969697,1.757575758,0.1169856091,0.0654,0.0584
5.03030303,1.757575758,0.1156800426,0.065,0.0606
5.090909091,1.757575758,0.1144385383,0.0648,0.0578
5.151515152,1.757575758,0.1132524811,0.0628,0.0562
5.212121212,1.757575758,0.1120535162,0.0628,0.057
5.272727273,1.757575758,0.1108759236,0.0608,0.0558
5.333333333,1.757575758,0.1098186756,0.0616,0.0542
5.393939394,1.757575758,0.1088314425,0.0594,0.0534
5.454545455,1.757575758,0.1076564803,0.0592,0.0538
5.515151515,1.757575758,0.1067117293,0.0608,0.0538
5.575757576,1.757575758,0.1055446324,0.0578,0.0512
5.636363636,1.757575758,0.104517466,0.0584,0.0516
5.696969697,1.757575758,0.1035546081,0.0566,0.05
5.757575758,1.757575758,0.1026596996,0.0562,0.0514
5.818181818,1.757575758,0.1016715989,0.0548,0.0488
5.878787879,1.757575758,0.1007066706,0.0554,0.0494
5.939393939,1.757575758,0.0998665274,0.0538,0.0484
6,1.757575758,0.09895639912,0.0546,0.0474
0,1.818181818,0.4090423633,0.4246,0.566
0.06060606061,1.818181818,0.4066071495,0.4206,0.5558
0.1212121212,1.818181818,0.4068366089,0.4116,0.5454
0.1818181818,1.818181818,0.4026189344,0.3708,0.5264
0.2424242424,1.818181818,0.3993322257,0.3622,0.4992
0.303030303,1.818181818,0.39214542,0.3512,0.4946
0.3636363636,1.818181818,0.3893822276,0.379,0.472
0.4242424242,1.818181818,0.3845686241,0.3562,0.4148
0.4848484848,1.818181818,0.3819787281,0.3266,0.4042
0.5454545455,1.818181818,0.3719586298,0.3638,0.3808
0.6060606061,1.818181818,0.3666717102,0.3112,0.3608
0.6666666667,1.818181818,0.3584900234,0.2898,0.357
0.7272727273,1.818181818,0.3549912092,0.2862,0.3546
0.7878787879,1.818181818,0.3464734295,0.2656,0.2922
0.8484848485,1.818181818,0.3419784748,0.243,0.269
0.9090909091,1.818181818,0.3353407805,0.2606,0.2454
0.9696969697,1.818181818,0.3279018571,0.2206,0.2454
1.03030303,1.818181818,0.3226958683,0.2316,0.2328
1.090909091,1.818181818,0.3176218769,0.232,0.239
1.151515152,1.818181818,0.3142115115,0.23,0.225
1.212121212,1.818181818,0.3087135563,0.192,0.2058
1.272727273,1.818181818,0.3032124686,0.2028,0.2026
1.333333333,1.818181818,0.2991413579,0.215,0.2104
1.393939394,1.818181818,0.296096797,0.1874,0.184
1.454545455,1.818181818,0.2893690473,0.1998,0.1874
1.515151515,1.818181818,0.2847527304,0.1742,0.1832
1.575757576,1.818181818,0.2809357045,0.1892,0.1906
1.636363636,1.818181818,0.2775188186,0.1956,0.1966
1.696969697,1.818181818,0.271832324,0.1848,0.1862
1.757575758,1.818181818,0.267154245,0.194,0.1978
1.818181818,1.818181818,0.2617682437,0.1658,0.176
1.878787879,1.818181818,0.2566271802,0.171,0.1658
1.939393939,1.818181818,0.2526079525,0.1754,0.1652
2,1.818181818,0.2475513579,0.157,0.1552
2.060606061,1.818181818,0.2427108713,0.1574,0.1568
2.121212121,1.818181818,0.2385757016,0.1448,0.1402
2.181818182,1.818181818,0.2341514436,0.1634,0.1596
2.242424242,1.818181818,0.2305914594,0.1658,0.1532
2.303030303,1.818181818,0.2266094145,0.1488,0.1372
2.363636364,1.818181818,0.2226059606,0.1514,0.1362
2.424242424,1.818181818,0.2188469828,0.1406,0.1362
2.484848485,1.818181818,0.2147770513,0.1266,0.127
2.545454545,1.818181818,0.2107870849,0.1426,0.1334
2.606060606,1.818181818,0.206687555,0.1374,0.1282
2.666666667,1.818181818,0.2037199515,0.1266,0.1218
2.727272727,1.818181818,0.2004318189,0.1242,0.1162
2.787878788,1.818181818,0.1971949166,0.12,0.124
2.848484848,1.818181818,0.1934799204,0.123,0.1138
2.909090909,1.818181818,0.1900303116,0.1162,0.1088
2.96969697,1.818181818,0.1867522507,0.11,0.1062
3.03030303,1.818181818,0.1834111184,0.1112,0.1014
3.090909091,1.818181818,0.1800952911,0.1106,0.1034
3.151515152,1.818181818,0.1765722563,0.106,0.099
3.212121212,1.818181818,0.1733974261,0.1056,0.0976
3.272727273,1.818181818,0.1705603012,0.1006,0.0954
3.333333333,1.818181818,0.1677430131,0.1034,0.0974
3.393939394,1.818181818,0.1647474692,0.0976,0.089
3.454545455,1.818181818,0.1622251912,0.094,0.0884
3.515151515,1.818181818,0.1597711567,0.1006,0.0918
3.575757576,1.818181818,0.1572253144,0.0948,0.0856
3.636363636,1.818181818,0.1548672573,0.0932,0.0876
3.696969697,1.818181818,0.1525959008,0.0924,0.0858
3.757575758,1.818181818,0.1503549977,0.0896,0.0842
3.818181818,1.818181818,0.1481561557,0.0848,0.0782
3.878787879,1.818181818,0.1459481212,0.0868,0.0816
3.939393939,1.818181818,0.1436255806,0.084,0.0782
4,1.818181818,0.14158618,0.0808,0.0744
4.060606061,1.818181818,0.1396183958,0.081,0.075
4.121212121,1.818181818,0.1377947713,0.0812,0.074
4.181818182,1.818181818,0.1360303264,0.0802,0.0766
4.242424242,1.818181818,0.1343801359,0.0814,0.0754
4.303030303,1.818181818,0.132729495,0.0754,0.0716
4.363636364,1.818181818,0.1309690059,0.0756,0.0706
4.424242424,1.818181818,0.1291763699,0.0748,0.0698
4.484848485,1.818181818,0.1272161388,0.0724,0.0652
4.545454545,1.818181818,0.125711881,0.0732,0.0668
4.606060606,1.818181818,0.12433757,0.0706,0.0632
4.666666667,1.818181818,0.1230181995,0.0722,0.0644
4.727272727,1.818181818,0.1216704224,0.0672,0.0614
4.787878788,1.818181818,0.1204347027,0.0678,0.0614
4.848484848,1.818181818,0.1190334565,0.0656,0.0594
4.909090909,1.818181818,0.1177393899,0.0676,0.0592
4.96969697,1.818181818,0.1165673693,0.0672,0.059
5.03030303,1.818181818,0.1153718628,0.0644,0.0586
5.090909091,1.818181818,0.1141431527,0.0652,0.0594
5.151515152,1.818181818,0.1128804052,0.065,0.058
5.212121212,1.818181818,0.1115940152,0.0632,0.0576
5.272727273,1.818181818,0.1105175926,0.061,0.0566
5.333333333,1.818181818,0.1094671261,0.06,0.0556
5.393939394,1.818181818,0.1084806508,0.062,0.056
5.454545455,1.818181818,0.1072980012,0.0604,0.0538
5.515151515,1.818181818,0.1063528626,0.059,0.054
5.575757576,1.818181818,0.1053050596,0.0588,0.0522
5.636363636,1.818181818,0.1042686814,0.0572,0.0506
5.696969697,1.818181818,0.1032728609,0.0562,0.0512
5.757575758,1.818181818,0.1023378157,0.056,0.0502
5.818181818,1.818181818,0.1014433459,0.0556,0.049
5.878787879,1.818181818,0.1004624851,0.055,0.0494
5.939393939,1.818181818,0.09961485583,0.0532,0.048
6,1.818181818,0.09869013377,0.053,0.048
0,1.878787879,0.3547951403,0.3804,0.6196
0.06060606061,1.878787879,0.3534191623,0.3656,0.587
0.1212121212,1.878787879,0.3532597745,0.376,0.5598
0.1818181818,1.878787879,0.3520753129,0.3698,0.553
0.2424242424,1.878787879,0.3470151313,0.3284,0.5116
0.303030303,1.878787879,0.3469207125,0.3372,0.4586
0.3636363636,1.878787879,0.3492945219,0.3406,0.4416
0.4242424242,1.878787879,0.3482511986,0.3174,0.4096
0.4848484848,1.878787879,0.3452254682,0.3252,0.4094
0.5454545455,1.878787879,0.3372544136,0.309,0.3812
0.6060606061,1.878787879,0.3291560663,0.295,0.3328
0.6666666667,1.878787879,0.3239821377,0.2708,0.3216
0.7272727273,1.878787879,0.3153568554,0.2674,0.2976
0.7878787879,1.878787879,0.3118597024,0.2284,0.2876
0.8484848485,1.878787879,0.3114790349,0.2372,0.2606
0.9090909091,1.878787879,0.3048391097,0.2136,0.2546
0.9696969697,1.878787879,0.2966438829,0.199,0.221
1.03030303,1.878787879,0.2955133354,0.1936,0.207
1.090909091,1.878787879,0.2903278919,0.1912,0.214
1.151515152,1.878787879,0.2897189434,0.1956,0.1882
1.212121212,1.878787879,0.283893112,0.1936,0.1814
1.272727273,1.878787879,0.2850869768,0.1886,0.194
1.333333333,1.878787879,0.2831895897,0.1808,0.175
1.393939394,1.878787879,0.278962517,0.1808,0.1906
1.454545455,1.878787879,0.2737233384,0.1766,0.1742
1.515151515,1.878787879,0.2695605943,0.1664,0.1876
1.575757576,1.878787879,0.2657354763,0.178,0.1824
1.636363636,1.878787879,0.2623416844,0.17,0.1664
1.696969697,1.878787879,0.2580941067,0.1914,0.2076
1.757575758,1.878787879,0.2532529993,0.1742,0.168
1.818181818,1.878787879,0.2496046634,0.1646,0.1848
1.878787879,1.878787879,0.2462358949,0.178,0.1798
1.939393939,1.878787879,0.2432495862,0.1656,0.1656
2,1.878787879,0.2397495162,0.149,0.151
2.060606061,1.878787879,0.2354260805,0.1728,0.1522
2.121212121,1.878787879,0.2315929924,0.14,0.1374
2.181818182,1.878787879,0.2268729792,0.1522,0.1454
2.242424242,1.878787879,0.2227169265,0.15,0.1446
2.303030303,1.878787879,0.2205997833,0.1558,0.1524
2.363636364,1.878787879,0.2169148747,0.1338,0.1308
2.424242424,1.878787879,0.2140442823,0.1508,0.1398
2.484848485,1.878787879,0.2108260492,0.1334,0.1314
2.545454545,1.878787879,0.2071629995,0.1304,0.1286
2.606060606,1.878787879,0.2030328594,0.1198,0.1232
2.666666667,1.878787879,0.2001440697,0.1292,0.126
2.727272727,1.878787879,0.1972460266,0.1262,0.1214
2.787878788,1.878787879,0.1941690355,0.1188,0.122
2.848484848,1.878787879,0.1908635853,0.1174,0.1146
2.909090909,1.878787879,0.18750658,0.1126,0.108
2.96969697,1.878787879,0.1844515128,0.1182,0.1092
3.03030303,1.878787879,0.1811013631,0.1084,0.1002
3.090909091,1.878787879,0.1781721631,0.1146,0.1064
3.151515152,1.878787879,0.174925567,0.1114,0.1012
3.212121212,1.878787879,0.1717102978,0.102,0.0964
3.272727273,1.878787879,0.1687962374,0.101,0.0938
3.333333333,1.878787879,0.1663605642,0.1,0.0932
3.393939394,1.878787879,0.1634201754,0.1004,0.0938
3.454545455,1.878787879,0.1607245145,0.0958,0.0934
3.515151515,1.878787879,0.1583979631,0.0974,0.0862
3.575757576,1.878787879,0.1560171089,0.0948,0.0888
3.636363636,1.878787879,0.153826711,0.0936,0.0856
3.696969697,1.878787879,0.1513749763,0.09,0.0832
3.757575758,1.878787879,0.149268084,0.0902,0.0878
3.818181818,1.878787879,0.1469019478,0.0876,0.0798
3.878787879,1.878787879,0.1449428755,0.0866,0.0802
3.939393939,1.878787879,0.1427438571,0.0868,0.0796
4,1.878787879,0.1405136759,0.0814,0.076
4.060606061,1.878787879,0.1387673913,0.0824,0.0748
4.121212121,1.878787879,0.136974915,0.0836,0.0764
4.181818182,1.878787879,0.1352058951,0.0822,0.078
4.242424242,1.878787879,0.1335957883,0.076,0.0734
4.303030303,1.878787879,0.132091123,0.0822,0.0776
4.363636364,1.878787879,0.1304510822,0.077,0.0704
4.424242424,1.878787879,0.1285705351,0.0756,0.0676
4.484848485,1.878787879,0.1266911445,0.0718,0.0648
4.545454545,1.878787879,0.125214242,0.071,0.0644
4.606060606,1.878787879,0.1237672773,0.07,0.0652
4.666666667,1.878787879,0.1224402161,0.068,0.0654
4.727272727,1.878787879,0.1210670253,0.0698,0.0636
4.787878788,1.878787879,0.1198493504,0.0672,0.0612
4.848484848,1.878787879,0.1185598289,0.0696,0.0624
4.909090909,1.878787879,0.1172261443,0.0662,0.0598
4.96969697,1.878787879,0.1161386185,0.0676,0.0604
5.03030303,1.878787879,0.1149679726,0.0648,0.058
5.090909091,1.878787879,0.1135916646,0.0648,0.0584
5.151515152,1.878787879,0.1123711929,0.0628,0.057
5.212121212,1.878787879,0.1110872948,0.0618,0.0548
5.272727273,1.878787879,0.1100756416,0.0616,0.0552
5.333333333,1.878787879,0.1090401184,0.0598,0.0546
5.393939394,1.878787879,0.1080118689,0.06,0.0544
5.454545455,1.878787879,0.1069344832,0.0608,0.054
5.515151515,1.878787879,0.1060021554,0.0586,0.0522
5.575757576,1.878787879,0.1050148961,0.0584,0.0522
5.636363636,1.878787879,0.1039559313,0.0586,0.0516
5.696969697,1.878787879,0.1030122198,0.0578,0.0518
5.757575758,1.878787879,0.1020511181,0.0582,0.0502
5.818181818,1.878787879,0.1010933199,0.056,0.049
5.878787879,1.878787879,0.1002080353,0.0552,0.0482
5.939393939,1.878787879,0.09931645522,0.0538,0.0472
6,1.878787879,0.09849428193,0.0544,0.0486
0,1.939393939,0.3099009763,0.3552,0.6298
0.06060606061,1.939393939,0.3088730102,0.3584,0.613
0.1212121212,1.939393939,0.3087272261,0.3706,0.6134
0.1818181818,1.939393939,0.3042215971,0.3476,0.5504
0.2424242424,1.939393939,0.3020041678,0.3162,0.497
0.303030303,1.939393939,0.3051012211,0.3112,0.456
0.3636363636,1.939393939,0.3057402786,0.3188,0.439
0.4242424242,1.939393939,0.3085754186,0.3186,0.3956
0.4848484848,1.939393939,0.3127207171,0.2882,0.4016
0.5454545455,1.939393939,0.3029646229,0.2904,0.3808
0.6060606061,1.939393939,0.291557469,0.2554,0.3416
0.6666666667,1.939393939,0.2922742851,0.2384,0.3256
0.7272727273,1.939393939,0.2875969519,0.209,0.2988
0.7878787879,1.939393939,0.2763450829,0.2014,0.2872
0.8484848485,1.939393939,0.2756363768,0.2138,0.2718
0.9090909091,1.939393939,0.27118321,0.1936,0.2302
0.9696969697,1.939393939,0.2679137045,0.1858,0.2114
1.03030303,1.939393939,0.2686416749,0.162,0.1978
1.090909091,1.939393939,0.2649414462,0.1938,0.2082
1.151515152,1.939393939,0.2661933369,0.2022,0.1904
1.212121212,1.939393939,0.2609788406,0.1792,0.1706
1.272727273,1.939393939,0.2667227694,0.1764,0.184
1.333333333,1.939393939,0.2609731713,0.1608,0.1628
1.393939394,1.939393939,0.263030926,0.1758,0.1944
1.454545455,1.939393939,0.2562496391,0.154,0.1584
1.515151515,1.939393939,0.2534324207,0.1734,0.1714
1.575757576,1.939393939,0.2519963262,0.171,0.1626
