N,kappa,r_fixed,D_mean,D_std,D_sem,trials,omega,T,dt,late_fraction
40,3.878787878787879,2.0,0.6923528118259737,0.0875462417555613,0.012380908242550856,50,0.5,1000.0,0.01,0.3
40,3.9393939393939394,2.0,0.6970272976497373,0.08635828938443915,0.012212906407081432,50,0.5,1000.0,0.01,0.3
40,4.0,2.0,0.7022312482855164,0.08555355787792543,0.012099100186023368,50,0.5,1000.0,0.01,0.3
40,4.0606060606060606,2.0,0.7078883546449952,0.08645338078510112,0.012226354361929554,50,0.5,1000.0,0.01,0.3
40,4.121212121212121,2.0,0.7131504225446811,0.08649106232266426,0.01223168333607684,50,0.5,1000.0,0.01,0.3
40,4.181818181818182,2.0,0.7182735264649748,0.0869404203715321,0.01229523216078388,50,0.5,1000.0,0.01,0.3
40,4.242424242424242,2.0,0.7221664690830149,0.08714692400439414,0.012324436184611163,50,0.5,1000.0,0.01,0.3
40,4.303030303030303,2.0,0.7274204815630044,0.0880157058018909,0.012447300484687441,50,0.5,1000.0,0.01,0.3
40,4.363636363636363,2.0,0.7335552332066662,0.08624512691734078,0.01219690281750922,50,0.5,1000.0,0.01,0.3
40,4.424242424242425,2.0,0.7371309144470406,0.08588341089416597,0.012145748446939074,50,0.5,1000.0,0.01,0.3
40,4.484848484848485,2.0,0.7411399058119845,0.08741301184083784,0.012362066687319283,50,0.5,1000.0,0.01,0.3
40,4.545454545454546,2.0,0.7449880404748981,0.08611405056730045,0.012178365822315882,50,0.5,1000.0,0.01,0.3
40,4.606060606060606,2.0,0.7491420613913706,0.0856999503494499,0.012119803207889291,50,0.5,1000.0,0.01,0.3
40,4.666666666666667,2.0,0.7550399319082356,0.08492231063808357,0.012009828345243875,50,0.5,1000.0,0.01,0.3
40,4.7272727272727275,2.0,0.7591375748025385,0.08499912297354754,0.012020691249900945,50,0.5,1000.0,0.01,0.3
40,4.787878787878788,2.0,0.7628273266472111,0.08489433825828231,0.012005872453355196,50,0.5,1000.0,0.01,0.3
40,4.848484848484849,2.0,0.7669329390236233,0.08389115570278703,0.011864001015803443,50,0.5,1000.0,0.01,0.3
40,4.909090909090909,2.0,0.7700103260315438,0.08425637358134651,0.011915650623511437,50,0.5,1000.0,0.01,0.3
40,4.96969696969697,2.0,0.773300393974281,0.0839437449996827,0.011871438265493995,50,0.5,1000.0,0.01,0.3
40,5.03030303030303,2.0,0.7776456167988337,0.08327305221967468,0.01177658798292669,50,0.5,1000.0,0.01,0.3
40,5.090909090909091,2.0,0.7814912155056949,0.0805478495624839,0.011391186127125249,50,0.5,1000.0,0.01,0.3
40,5.151515151515151,2.0,0.7843257596506622,0.08162209110928524,0.01154310682360036,50,0.5,1000.0,0.01,0.3
40,5.212121212121212,2.0,0.7872320603129803,0.08203861922870277,0.011602012795159364,50,0.5,1000.0,0.01,0.3
40,5.2727272727272725,2.0,0.7904121628080054,0.08232557593278521,0.01164259460143209,50,0.5,1000.0,0.01,0.3
40,5.333333333333334,2.0,0.7925151416298588,0.08239093431896764,0.011651837673047493,50,0.5,1000.0,0.01,0.3
40,5.3939393939393945,2.0,0.796309017908086,0.08044862689220066,0.011377153922524306,50,0.5,1000.0,0.01,0.3
