sigma_A_over_omega,K_over_omega,positive_fraction,negative_fraction
1.878787879,4.606060606,0.9958,0.003
1.939393939,4.606060606,0.9942,0.0038
2,4.606060606,0.993,0.005
2.060606061,4.606060606,0.9922,0.0068
2.121212121,4.606060606,0.991,0.0058
2.181818182,4.606060606,0.9872,0.0102
2.242424242,4.606060606,0.9852,0.0132
2.303030303,4.606060606,0.9858,0.01
2.363636364,4.606060606,0.9812,0.0142
2.424242424,4.606060606,0.9802,0.0126
2.484848485,4.606060606,0.9706,0.0148
2.545454545,4.606060606,0.9724,0.019
2.606060606,4.606060606,0.9638,0.0182
2.666666667,4.606060606,0.9616,0.0268
2.727272727,4.606060606,0.9558,0.032
2.787878788,4.606060606,0.9486,0.0322
2.848484848,4.606060606,0.9248,0.0324
2.909090909,4.606060606,0.9028,0.0338
2.96969697,4.606060606,0.8788,0.0342
3.03030303,4.606060606,0.8494,0.0256
3.090909091,4.606060606,0.8486,0.0428
3.151515152,4.606060606,0.8104,0.0408
3.212121212,4.606060606,0.7898,0.0386
3.272727273,4.606060606,0.7548,0.05
3.333333333,4.606060606,0.6662,0.0492
3.393939394,4.606060606,0.6372,0.049
3.454545455,4.606060606,0.6138,0.0536
3.515151515,4.606060606,0.5786,0.0432
3.575757576,4.606060606,0.5378,0.0486
3.636363636,4.606060606,0.4756,0.0458
3.696969697,4.606060606,0.4298,0.0306
3.757575758,4.606060606,0.3736,0.0356
3.818181818,4.606060606,0.3478,0.0342
3.878787879,4.606060606,0.3508,0.031
3.939393939,4.606060606,0.3332,0.0256
4,4.606060606,0.3164,0.0284
4.060606061,4.606060606,0.255,0.0338
4.121212121,4.606060606,0.193,0.0242
4.181818182,4.606060606,0.1902,0.0172
4.242424242,4.606060606,0.1576,0.0164
4.303030303,4.606060606,0.1448,0.0192
4.363636364,4.606060606,0.1162,0.0092
4.424242424,4.606060606,0.091,0.0086
4.484848485,4.606060606,0.0956,0.0166
4.545454545,4.606060606,0.0642,0.01
4.606060606,4.606060606,0.0572,0.0022
4.666666667,4.606060606,0.0302,0.004
4.727272727,4.606060606,0.0322,0.0078
4.787878788,4.606060606,0.028,0.0016
4.848484848,4.606060606,0.028,0.003
4.909090909,4.606060606,0.0328,0.0072
4.96969697,4.606060606,0.0158,0.0042
5.03030303,4.606060606,0.0112,0
5.090909091,4.606060606,0.0112,0.003
5.151515152,4.606060606,0.0156,0.004
5.212121212,4.606060606,0.0108,0
5.272727273,4.606060606,0.0106,0
5.333333333,4.606060606,0.015,0.005
5.393939394,4.606060606,0,0
5.454545455,4.606060606,0,0
5.515151515,4.606060606,0,0
5.575757576,4.606060606,0,0
5.636363636,4.606060606,0,0
5.696969697,4.606060606,0,0
5.757575758,4.606060606,0,0
5.818181818,4.606060606,0,0
5.878787879,4.606060606,0,0
5.939393939,4.606060606,0,0
6,4.606060606,0,0
0,4.666666667,1,0
0.06060606061,4.666666667,1,0
0.1212121212,4.666666667,1,0
0.1818181818,4.666666667,1,0
0.2424242424,4.666666667,1,0
0.303030303,4.666666667,1,0
0.3636363636,4.666666667,1,0
0.4242424242,4.666666667,1,0
0.4848484848,4.666666667,1,0
0.5454545455,4.666666667,1,0
0.6060606061,4.666666667,1,0
0.6666666667,4.666666667,1,0
0.7272727273,4.666666667,1,0
0.7878787879,4.666666667,1,0
0.8484848485,4.666666667,1,0
0.9090909091,4.666666667,1,0
0.9696969697,4.666666667,1,0
1.03030303,4.666666667,1,0
1.090909091,4.666666667,1,0
1.151515152,4.666666667,1,0
1.212121212,4.666666667,1,0
1.272727273,4.666666667,1,0
1.333333333,4.666666667,1,0
1.393939394,4.666666667,0.9998,0.0002
1.454545455,4.666666667,0.9996,0
1.515151515,4.666666667,0.9996,0.0004
1.575757576,4.666666667,0.9996,0.0004
1.636363636,4.666666667,0.9992,0.0008
1.696969697,4.666666667,0.9992,0.0008
1.757575758,4.666666667,0.9984,0.001
1.818181818,4.666666667,0.9974,0.002
1.878787879,4.666666667,0.9956,0.0028
1.939393939,4.666666667,0.994,0.0048
2,4.666666667,0.9938,0.005
2.060606061,4.666666667,0.9926,0.0056
2.121212121,4.666666667,0.9924,0.0046
2.181818182,4.666666667,0.991,0.0056
2.242424242,4.666666667,0.9882,0.0084
2.303030303,4.666666667,0.9852,0.0094
2.363636364,4.666666667,0.982,0.0126
2.424242424,4.666666667,0.979,0.0138
2.484848485,4.666666667,0.976,0.0132
2.545454545,4.666666667,0.971,0.0226
2.606060606,4.666666667,0.9686,0.0184
2.666666667,4.666666667,0.959,0.0254
2.727272727,4.666666667,0.966,0.0202
2.787878788,4.666666667,0.9554,0.0264
2.848484848,4.666666667,0.9422,0.0316
2.909090909,4.666666667,0.9102,0.03
2.96969697,4.666666667,0.887,0.025
3.03030303,4.666666667,0.8532,0.0306
3.090909091,4.666666667,0.849,0.045
3.151515152,4.666666667,0.8126,0.0338
3.212121212,4.666666667,0.7962,0.0426
3.272727273,4.666666667,0.7486,0.0446
3.333333333,4.666666667,0.6758,0.038
3.393939394,4.666666667,0.6444,0.035
3.454545455,4.666666667,0.6178,0.0474
3.515151515,4.666666667,0.5668,0.041
3.575757576,4.666666667,0.5398,0.0454
3.636363636,4.666666667,0.475,0.0408
3.696969697,4.666666667,0.4446,0.0388
3.757575758,4.666666667,0.358,0.034
3.818181818,4.666666667,0.3522,0.0364
3.878787879,4.666666667,0.3514,0.0224
3.939393939,4.666666667,0.343,0.031
4,4.666666667,0.3064,0.0324
4.060606061,4.666666667,0.2112,0.016
4.121212121,4.666666667,0.187,0.02
4.181818182,4.666666667,0.186,0.0184
4.242424242,4.666666667,0.1568,0.019
4.303030303,4.666666667,0.1378,0.0118
4.363636364,4.666666667,0.1058,0.009
4.424242424,4.666666667,0.0886,0.0092
4.484848485,4.666666667,0.0758,0.0056
4.545454545,4.666666667,0.0582,0.0052
4.606060606,4.666666667,0.048,0.0062
4.666666667,4.666666667,0.0306,0.0038
4.727272727,4.666666667,0.03,0.0004
4.787878788,4.666666667,0.0282,0.0036
4.848484848,4.666666667,0.0308,0.005
4.909090909,4.666666667,0.0274,0.0006
4.96969697,4.666666667,0.0112,0
5.03030303,4.666666667,0.015,0.0044
5.090909091,4.666666667,0.0112,0
5.151515152,4.666666667,0.0158,0.0042
5.212121212,4.666666667,0.011,0
5.272727273,4.666666667,0.0108,0
5.333333333,4.666666667,0,0
5.393939394,4.666666667,0,0
5.454545455,4.666666667,0,0
5.515151515,4.666666667,0,0
5.575757576,4.666666667,0,0
5.636363636,4.666666667,0,0
5.696969697,4.666666667,0,0
5.757575758,4.666666667,0,0
5.818181818,4.666666667,0,0
5.878787879,4.666666667,0,0
5.939393939,4.666666667,0,0
6,4.666666667,0,0
0,4.727272727,1,0
0.06060606061,4.727272727,1,0
0.1212121212,4.727272727,1,0
0.1818181818,4.727272727,1,0
0.2424242424,4.727272727,1,0
0.303030303,4.727272727,1,0
0.3636363636,4.727272727,1,0
0.4242424242,4.727272727,1,0
0.4848484848,4.727272727,1,0
0.5454545455,4.727272727,1,0
0.6060606061,4.727272727,1,0
0.6666666667,4.727272727,1,0
0.7272727273,4.727272727,1,0
0.7878787879,4.727272727,1,0
0.8484848485,4.727272727,1,0
0.9090909091,4.727272727,1,0
0.9696969697,4.727272727,1,0
1.03030303,4.727272727,1,0
1.090909091,4.727272727,1,0
1.151515152,4.727272727,1,0
1.212121212,4.727272727,1,0
1.272727273,4.727272727,1,0
1.333333333,4.727272727,1,0
1.393939394,4.727272727,0.9998,0.0002
1.454545455,4.727272727,0.9998,0.0002
1.515151515,4.727272727,0.9996,0.0004
1.575757576,4.727272727,0.9998,0.0002
1.636363636,4.727272727,0.9994,0.0004
1.696969697,4.727272727,0.9992,0.0004
1.757575758,4.727272727,0.9986,0.0012
1.818181818,4.727272727,0.9976,0.0022
1.878787879,4.727272727,0.9964,0.0026
1.939393939,4.727272727,0.9952,0.0042
2,4.727272727,0.9944,0.0046
2.060606061,4.727272727,0.994,0.0042
2.121212121,4.727272727,0.9896,0.0078
2.181818182,4.727272727,0.9918,0.006
2.242424242,4.727272727,0.9874,0.0066
2.303030303,4.727272727,0.9874,0.0102
2.363636364,4.727272727,0.9832,0.011
2.424242424,4.727272727,0.98,0.015
2.484848485,4.727272727,0.9778,0.0114
2.545454545,4.727272727,0.9706,0.018
2.606060606,4.727272727,0.9712,0.0176
2.666666667,4.727272727,0.9626,0.0212
2.727272727,4.727272727,0.9644,0.025
2.787878788,4.727272727,0.959,0.02
2.848484848,4.727272727,0.95,0.027
2.909090909,4.727272727,0.9054,0.035
2.96969697,4.727272727,0.8836,0.0338
3.03030303,4.727272727,0.883,0.0384
3.090909091,4.727272727,0.858,0.0398
3.151515152,4.727272727,0.8098,0.0436
3.212121212,4.727272727,0.8112,0.0414
3.272727273,4.727272727,0.77,0.0422
3.333333333,4.727272727,0.6776,0.0388
3.393939394,4.727272727,0.6456,0.0406
3.454545455,4.727272727,0.617,0.0482
3.515151515,4.727272727,0.5964,0.0456
3.575757576,4.727272727,0.545,0.0486
3.636363636,4.727272727,0.488,0.0296
3.696969697,4.727272727,0.4218,0.0394
3.757575758,4.727272727,0.3572,0.043
3.818181818,4.727272727,0.3578,0.0294
3.878787879,4.727272727,0.3474,0.0302
3.939393939,4.727272727,0.336,0.0304
4,4.727272727,0.2764,0.0346
4.060606061,4.727272727,0.2268,0.017
4.121212121,4.727272727,0.1912,0.0222
4.181818182,4.727272727,0.1762,0.0218
4.242424242,4.727272727,0.167,0.0184
4.303030303,4.727272727,0.1298,0.0026
4.363636364,4.727272727,0.1026,0.0144
4.424242424,4.727272727,0.0822,0.009
4.484848485,4.727272727,0.0648,0.0084
4.545454545,4.727272727,0.0598,0.0072
4.606060606,4.727272727,0.051,0.009
4.666666667,4.727272727,0.027,0
4.727272727,4.727272727,0.0336,0.0036
4.787878788,4.727272727,0.0322,0.0062
4.848484848,4.727272727,0.0252,0
4.909090909,4.727272727,0.0248,0.0008
4.96969697,4.727272727,0.016,0.0032
5.03030303,4.727272727,0.0112,0
5.090909091,4.727272727,0.0154,0.0046
5.151515152,4.727272727,0.0112,0
5.212121212,4.727272727,0.0112,0
5.272727273,4.727272727,0,0
5.333333333,4.727272727,0,0
5.393939394,4.727272727,0,0
5.454545455,4.727272727,0,0
5.515151515,4.727272727,0,0
5.575757576,4.727272727,0,0
5.636363636,4.727272727,0,0
5.696969697,4.727272727,0,0
5.757575758,4.727272727,0,0
5.818181818,4.727272727,0,0
5.878787879,4.727272727,0,0
5.939393939,4.727272727,0,0
6,4.727272727,0,0
0,4.787878788,1,0
0.06060606061,4.787878788,1,0
0.1212121212,4.787878788,1,0
0.1818181818,4.787878788,1,0
0.2424242424,4.787878788,1,0
0.303030303,4.787878788,1,0
0.3636363636,4.787878788,1,0
0.4242424242,4.787878788,1,0
0.4848484848,4.787878788,1,0
0.5454545455,4.787878788,1,0
0.6060606061,4.787878788,1,0
0.6666666667,4.787878788,1,0
0.7272727273,4.787878788,1,0
0.7878787879,4.787878788,1,0
0.8484848485,4.787878788,1,0
0.9090909091,4.787878788,1,0
0.9696969697,4.787878788,1,0
1.03030303,4.787878788,1,0
1.090909091,4.787878788,1,0
1.151515152,4.787878788,1,0
1.212121212,4.787878788,1,0
1.272727273,4.787878788,1,0
1.333333333,4.787878788,1,0
1.393939394,4.787878788,0.9998,0.0002
1.454545455,4.787878788,0.9998,0
1.515151515,4.787878788,0.9996,0.0004
1.575757576,4.787878788,0.9996,0.0002
1.636363636,4.787878788,0.9994,0.0006
1.696969697,4.787878788,0.9988,0.001
1.757575758,4.787878788,0.9988,0.0008
1.818181818,4.787878788,0.9988,0.0008
1.878787879,4.787878788,0.9976,0.0016
1.939393939,4.787878788,0.9956,0.0032
2,4.787878788,0.9952,0.0038
2.060606061,4.787878788,0.9934,0.0052
2.121212121,4.787878788,0.9922,0.0052
2.181818182,4.787878788,0.9914,0.0078
2.242424242,4.787878788,0.9904,0.005
2.303030303,4.787878788,0.988,0.0078
2.363636364,4.787878788,0.9846,0.0102
2.424242424,4.787878788,0.9824,0.0116
2.484848485,4.787878788,0.9778,0.0144
2.545454545,4.787878788,0.9742,0.0178
2.606060606,4.787878788,0.9744,0.0178
2.666666667,4.787878788,0.9674,0.0166
2.727272727,4.787878788,0.9628,0.0254
2.787878788,4.787878788,0.9584,0.0254
2.848484848,4.787878788,0.952,0.0284
2.909090909,4.787878788,0.912,0.024
2.96969697,4.787878788,0.8878,0.0338
3.03030303,4.787878788,0.881,0.03
3.090909091,4.787878788,0.8506,0.0298
3.151515152,4.787878788,0.8162,0.033
3.212121212,4.787878788,0.8078,0.042
3.272727273,4.787878788,0.7698,0.0392
3.333333333,4.787878788,0.6944,0.032
3.393939394,4.787878788,0.6472,0.0406
3.454545455,4.787878788,0.611,0.0374
3.515151515,4.787878788,0.585,0.0414
3.575757576,4.787878788,0.5568,0.0356
3.636363636,4.787878788,0.4868,0.0408
3.696969697,4.787878788,0.4256,0.0308
3.757575758,4.787878788,0.362,0.0314
3.818181818,4.787878788,0.347,0.0268
3.878787879,4.787878788,0.335,0.0258
3.939393939,4.787878788,0.3146,0.0298
4,4.787878788,0.2786,0.0316
4.060606061,4.787878788,0.218,0.0194
4.121212121,4.787878788,0.1982,0.025
4.181818182,4.787878788,0.1766,0.0102
4.242424242,4.787878788,0.158,0.0214
4.303030303,4.787878788,0.1216,0.0082
4.363636364,4.787878788,0.0866,0.0118
4.424242424,4.787878788,0.0664,0.007
4.484848485,4.787878788,0.0662,0.0096
4.545454545,4.787878788,0.0664,0.0084
4.606060606,4.787878788,0.0458,0.0034
4.666666667,4.787878788,0.0272,0.0038
4.727272727,4.787878788,0.0336,0.0046
4.787878788,4.787878788,0.0328,0.0072
4.848484848,4.787878788,0.0304,0.004
4.909090909,4.787878788,0.0288,0.0028
4.96969697,4.787878788,0.0114,0.002
5.03030303,4.787878788,0.0114,0
5.090909091,4.787878788,0.0272,0.0036
5.151515152,4.787878788,0.0112,0
5.212121212,4.787878788,0,0
5.272727273,4.787878788,0,0
5.333333333,4.787878788,0,0
5.393939394,4.787878788,0,0
5.454545455,4.787878788,0,0
5.515151515,4.787878788,0,0
5.575757576,4.787878788,0,0
5.636363636,4.787878788,0,0
5.696969697,4.787878788,0,0
5.757575758,4.787878788,0,0
5.818181818,4.787878788,0,0
5.878787879,4.787878788,0,0
5.939393939,4.787878788,0,0
6,4.787878788,0,0
0,4.848484848,1,0
0.06060606061,4.848484848,1,0
0.1212121212,4.848484848,1,0
0.1818181818,4.848484848,1,0
0.2424242424,4.848484848,1,0
0.303030303,4.848484848,1,0
0.3636363636,4.848484848,1,0
0.4242424242,4.848484848,1,0
0.4848484848,4.848484848,1,0
0.5454545455,4.848484848,1,0
0.6060606061,4.848484848,1,0
0.6666666667,4.848484848,1,0
0.7272727273,4.848484848,1,0
0.7878787879,4.848484848,1,0
0.8484848485,4.848484848,1,0
0.9090909091,4.848484848,1,0
0.9696969697,4.848484848,1,0
1.03030303,4.848484848,1,0
1.090909091,4.848484848,1,0
1.151515152,4.848484848,1,0
1.212121212,4.848484848,1,0
1.272727273,4.848484848,1,0
1.333333333,4.848484848,1,0
1.393939394,4.848484848,0.9998,0.0002
1.454545455,4.848484848,0.9998,0
1.515151515,4.848484848,0.9996,0
1.575757576,4.848484848,0.9996,0.0004
1.636363636,4.848484848,0.9998,0.0002
1.696969697,4.848484848,0.999,0.0006
1.757575758,4.848484848,0.9994,0.0006
1.818181818,4.848484848,0.9992,0.0006
1.878787879,4.848484848,0.9974,0.0018
1.939393939,4.848484848,0.997,0.0024
2,4.848484848,0.9956,0.0036
2.060606061,4.848484848,0.9946,0.003
2.121212121,4.848484848,0.9918,0.0048
2.181818182,4.848484848,0.9912,0.007
2.242424242,4.848484848,0.9894,0.0076
2.303030303,4.848484848,0.9886,0.0088
2.363636364,4.848484848,0.9828,0.0114
2.424242424,4.848484848,0.9834,0.0098
2.484848485,4.848484848,0.9814,0.0126
2.545454545,4.848484848,0.9752,0.0142
2.606060606,4.848484848,0.9776,0.0154
2.666666667,4.848484848,0.972,0.0154
2.727272727,4.848484848,0.9656,0.0246
2.787878788,4.848484848,0.9688,0.0198
2.848484848,4.848484848,0.9574,0.0254
2.909090909,4.848484848,0.9192,0.024
2.96969697,4.848484848,0.8896,0.0322
3.03030303,4.848484848,0.879,0.0356
3.090909091,4.848484848,0.8598,0.0346
3.151515152,4.848484848,0.8204,0.0382
3.212121212,4.848484848,0.8104,0.037
3.272727273,4.848484848,0.7716,0.0434
3.333333333,4.848484848,0.7088,0.0314
3.393939394,4.848484848,0.6496,0.0412
3.454545455,4.848484848,0.6258,0.0386
3.515151515,4.848484848,0.5918,0.0362
3.575757576,4.848484848,0.5504,0.0364
3.636363636,4.848484848,0.4772,0.0486
3.696969697,4.848484848,0.4166,0.0386
3.757575758,4.848484848,0.3656,0.0342
3.818181818,4.848484848,0.3428,0.0266
3.878787879,4.848484848,0.3154,0.0222
3.939393939,4.848484848,0.3226,0.0314
4,4.848484848,0.2804,0.022
4.060606061,4.848484848,0.2192,0.0148
4.121212121,4.848484848,0.1842,0.0242
4.181818182,4.848484848,0.18,0.013
4.242424242,4.848484848,0.1662,0.0174
4.303030303,4.848484848,0.1312,0.0102
4.363636364,4.848484848,0.072,0.0022
4.424242424,4.848484848,0.065,0.008
4.484848485,4.848484848,0.065,0.0124
4.545454545,4.848484848,0.0632,0.0066
4.606060606,4.848484848,0.0342,0.0058
4.666666667,4.848484848,0.0316,0.0012
4.727272727,4.848484848,0.033,0.0048
4.787878788,4.848484848,0.0292,0.0086
4.848484848,4.848484848,0.0292,0
4.909090909,4.848484848,0.03,0.004
4.96969697,4.848484848,0.0114,0
5.03030303,4.848484848,0.0154,0.0042
5.090909091,4.848484848,0.0158,0.0042
5.151515152,4.848484848,0,0
5.212121212,4.848484848,0,0
5.272727273,4.848484848,0,0
5.333333333,4.848484848,0,0
5.393939394,4.848484848,0,0
5.454545455,4.848484848,0,0
5.515151515,4.848484848,0,0
5.575757576,4.848484848,0,0
5.636363636,4.848484848,0,0
5.696969697,4.848484848,0,0
5.757575758,4.848484848,0,0
5.818181818,4.848484848,0,0
5.878787879,4.848484848,0,0
5.939393939,4.848484848,0,0
6,4.848484848,0,0
0,4.909090909,1,0
0.06060606061,4.909090909,1,0
0.1212121212,4.909090909,1,0
0.1818181818,4.909090909,1,0
0.2424242424,4.909090909,1,0
0.303030303,4.909090909,1,0
0.3636363636,4.909090909,1,0
0.4242424242,4.909090909,1,0
0.4848484848,4.909090909,1,0
0.5454545455,4.909090909,1,0
0.6060606061,4.909090909,1,0
0.6666666667,4.909090909,1,0
0.7272727273,4.909090909,1,0
0.7878787879,4.909090909,1,0
0.8484848485,4.909090909,1,0
0.9090909091,4.909090909,1,0
0.9696969697,4.909090909,1,0
1.03030303,4.909090909,1,0
1.090909091,4.909090909,1,0
1.151515152,4.909090909,1,0
1.212121212,4.909090909,1,0
1.272727273,4.909090909,1,0
1.333333333,4.909090909,1,0
1.393939394,4.909090909,0.9998,0.0002
1.454545455,4.909090909,0.9998,0
1.515151515,4.909090909,0.9996,0
1.575757576,4.909090909,0.9998,0.0002
1.636363636,4.909090909,0.9998,0.0002
1.696969697,4.909090909,0.9994,0.0004
1.757575758,4.909090909,0.9994,0.0004
1.818181818,4.909090909,0.9992,0.0002
1.878787879,4.909090909,0.9976,0.0018
1.939393939,4.909090909,0.9976,0.0018
2,4.909090909,0.9958,0.0036
2.060606061,4.909090909,0.995,0.003
2.121212121,4.909090909,0.9934,0.0044
2.181818182,4.909090909,0.9922,0.0058
2.242424242,4.909090909,0.9906,0.0076
2.303030303,4.909090909,0.9888,0.007
2.363636364,4.909090909,0.9882,0.0088
2.424242424,4.909090909,0.9832,0.0102
2.484848485,4.909090909,0.9822,0.0132
2.545454545,4.909090909,0.974,0.016
2.606060606,4.909090909,0.976,0.0178
2.666666667,4.909090909,0.9756,0.0162
2.727272727,4.909090909,0.966,0.0172
2.787878788,4.909090909,0.9638,0.0228
2.848484848,4.909090909,0.9582,0.022
2.909090909,4.909090909,0.9166,0.0272
2.96969697,4.909090909,0.891,0.034
3.03030303,4.909090909,0.8884,0.0246
3.090909091,4.909090909,0.866,0.0358
3.151515152,4.909090909,0.822,0.032
3.212121212,4.909090909,0.8164,0.0318
3.272727273,4.909090909,0.7738,0.031
3.333333333,4.909090909,0.7248,0.0276
3.393939394,4.909090909,0.6556,0.0426
3.454545455,4.909090909,0.6438,0.0338
3.515151515,4.909090909,0.589,0.0362
3.575757576,4.909090909,0.5452,0.037
3.636363636,4.909090909,0.484,0.0272
3.696969697,4.909090909,0.4122,0.0274
3.757575758,4.909090909,0.3432,0.0262
3.818181818,4.909090909,0.3456,0.0224
3.878787879,4.909090909,0.3236,0.0274
3.939393939,4.909090909,0.3204,0.0296
4,4.909090909,0.2842,0.02
4.060606061,4.909090909,0.2094,0.0104
4.121212121,4.909090909,0.1852,0.0124
4.181818182,4.909090909,0.1868,0.0146
4.242424242,4.909090909,0.1484,0.0082
4.303030303,4.909090909,0.1002,0.008
4.363636364,4.909090909,0.0656,0.001
4.424242424,4.909090909,0.0656,0.0104
4.484848485,4.909090909,0.0656,0.0052
4.545454545,4.909090909,0.0444,0
4.606060606,4.909090909,0.0344,0.0056
4.666666667,4.909090909,0.028,0
4.727272727,4.909090909,0.0338,0.0038
4.787878788,4.909090909,0.0294,0.0032
4.848484848,4.909090909,0.0332,0.0038
4.909090909,4.909090909,0.032,0.0042
4.96969697,4.909090909,0.0158,0.004
5.03030303,4.909090909,0,0
5.090909091,4.909090909,0,0
5.151515152,4.909090909,0,0
5.212121212,4.909090909,0,0
5.272727273,4.909090909,0,0
5.333333333,4.909090909,0,0
5.393939394,4.909090909,0,0
5.454545455,4.909090909,0,0
5.515151515,4.909090909,0,0
5.575757576,4.909090909,0,0
5.636363636,4.909090909,0,0
5.696969697,4.909090909,0,0
5.757575758,4.909090909,0,0
5.818181818,4.909090909,0,0
5.878787879,4.909090909,0,0
5.939393939,4.909090909,0,0
6,4.909090909,0,0
0,4.96969697,1,0
0.06060606061,4.96969697,1,0
0.1212121212,4.96969697,1,0
0.1818181818,4.96969697,1,0
0.2424242424,4.96969697,1,0
0.303030303,4.96969697,1,0
0.3636363636,4.96969697,1,0
0.4242424242,4.96969697,1,0
0.4848484848,4.96969697,1,0
0.5454545455,4.96969697,1,0
0.6060606061,4.96969697,1,0
0.6666666667,4.96969697,1,0
0.7272727273,4.96969697,1,0
0.7878787879,4.96969697,1,0
0.8484848485,4.96969697,1,0
0.9090909091,4.96969697,1,0
0.9696969697,4.96969697,1,0
1.03030303,4.96969697,1,0
1.090909091,4.96969697,1,0
1.151515152,4.96969697,1,0
1.212121212,4.96969697,1,0
1.272727273,4.96969697,1,0
1.333333333,4.96969697,1,0
1.393939394,4.96969697,1,0
1.454545455,4.96969697,0.9996,0
1.515151515,4.96969697,0.9996,0
1.575757576,4.96969697,0.9998,0.0002
1.636363636,4.96969697,0.9998,0.0002
1.696969697,4.96969697,1,0
1.757575758,4.96969697,0.9996,0.0004
1.818181818,4.96969697,0.9992,0.0004
1.878787879,4.96969697,0.9976,0.0018
1.939393939,4.96969697,0.9978,0.0014
2,4.96969697,0.9962,0.0022
2.060606061,4.96969697,0.995,0.0032
2.121212121,4.96969697,0.9936,0.0046
2.181818182,4.96969697,0.9924,0.0046
2.242424242,4.96969697,0.9908,0.0068
2.303030303,4.96969697,0.9906,0.0054
2.363636364,4.96969697,0.9908,0.0052
2.424242424,4.96969697,0.9856,0.0112
2.484848485,4.96969697,0.9848,0.0106
2.545454545,4.96969697,0.9782,0.0122
2.606060606,4.96969697,0.9728,0.0202
2.666666667,4.96969697,0.9732,0.0184
2.727272727,4.96969697,0.966,0.0158
2.787878788,4.96969697,0.965,0.0204
2.848484848,4.96969697,0.9604,0.015
2.909090909,4.96969697,0.9386,0.025
2.96969697,4.96969697,0.8956,0.025
3.03030303,4.96969697,0.8958,0.0222
3.090909091,4.96969697,0.8628,0.0264
3.151515152,4.96969697,0.8576,0.0382
3.212121212,4.96969697,0.8238,0.0332
3.272727273,4.96969697,0.7746,0.0356
3.333333333,4.96969697,0.7212,0.0346
3.393939394,4.96969697,0.649,0.0406
3.454545455,4.96969697,0.6544,0.0336
3.515151515,4.96969697,0.5798,0.0364
3.575757576,4.96969697,0.5428,0.0348
3.636363636,4.96969697,0.49,0.0304
3.696969697,4.96969697,0.421,0.0338
3.757575758,4.96969697,0.3506,0.0326
3.818181818,4.96969697,0.333,0.0236
3.878787879,4.96969697,0.3254,0.0224
3.939393939,4.96969697,0.3112,0.0252
4,4.96969697,0.2776,0.0234
4.060606061,4.96969697,0.2168,0.0174
4.121212121,4.96969697,0.1842,0.0148
4.181818182,4.96969697,0.1638,0.0126
4.242424242,4.96969697,0.1368,0.007
4.303030303,4.96969697,0.0984,0.0052
4.363636364,4.96969697,0.0644,0.0014
4.424242424,4.96969697,0.0648,0.005
4.484848485,4.96969697,0.062,0.003
4.545454545,4.96969697,0.049,0.0048
4.606060606,4.96969697,0.0346,0.0054
4.666666667,4.96969697,0.0314,0.0034
4.727272727,4.96969697,0.0348,0.0038
4.787878788,4.96969697,0.0336,0.0064
4.848484848,4.96969697,0.0296,0
4.909090909,4.96969697,0.0172,0
4.96969697,4.96969697,0,0
5.03030303,4.96969697,0,0
5.090909091,4.96969697,0,0
5.151515152,4.96969697,0,0
5.212121212,4.96969697,0,0
5.272727273,4.96969697,0,0
5.333333333,4.96969697,0,0
5.393939394,4.96969697,0,0
5.454545455,4.96969697,0,0
5.515151515,4.96969697,0,0
5.575757576,4.96969697,0,0
5.636363636,4.96969697,0,0
5.696969697,4.96969697,0,0
5.757575758,4.96969697,0,0
5.818181818,4.96969697,0,0
5.878787879,4.96969697,0,0
5.939393939,4.96969697,0,0
6,4.96969697,0,0
0,5.03030303,1,0
0.06060606061,5.03030303,1,0
0.1212121212,5.03030303,1,0
0.1818181818,5.03030303,1,0
0.2424242424,5.03030303,1,0
0.303030303,5.03030303,1,0
0.3636363636,5.03030303,1,0
0.4242424242,5.03030303,1,0
0.4848484848,5.03030303,1,0
0.5454545455,5.03030303,1,0
0.6060606061,5.03030303,1,0
0.6666666667,5.03030303,1,0
0.7272727273,5.03030303,1,0
0.7878787879,5.03030303,1,0
0.8484848485,5.03030303,1,0
0.9090909091,5.03030303,1,0
0.9696969697,5.03030303,1,0
1.03030303,5.03030303,1,0
1.090909091,5.03030303,1,0
1.151515152,5.03030303,1,0
1.212121212,5.03030303,1,0
1.272727273,5.03030303,1,0
1.333333333,5.03030303,1,0
1.393939394,5.03030303,1,0
1.454545455,5.03030303,0.9998,0.0002
1.515151515,5.03030303,0.9996,0
1.575757576,5.03030303,0.9998,0.0002
1.636363636,5.03030303,0.9998,0.0002
1.696969697,5.03030303,1,0
1.757575758,5.03030303,0.9994,0.0004
1.818181818,5.03030303,0.9994,0.0004
1.878787879,5.03030303,0.9982,0.0014
1.939393939,5.03030303,0.9982,0.0014
2,5.03030303,0.9964,0.0028
2.060606061,5.03030303,0.9952,0.0034
2.121212121,5.03030303,0.996,0.0028
2.181818182,5.03030303,0.9938,0.0038
2.242424242,5.03030303,0.9926,0.0062
2.303030303,5.03030303,0.9886,0.007
2.363636364,5.03030303,0.9882,0.0082
2.424242424,5.03030303,0.986,0.0084
2.484848485,5.03030303,0.9842,0.0104
2.545454545,5.03030303,0.9818,0.0116
2.606060606,5.03030303,0.9784,0.015
2.666666667,5.03030303,0.975,0.018
2.727272727,5.03030303,0.9714,0.0134
2.787878788,5.03030303,0.9706,0.021
2.848484848,5.03030303,0.9662,0.0208
2.909090909,5.03030303,0.939,0.027
2.96969697,5.03030303,0.8988,0.0206
