sigma_A_over_omega,K_over_omega,positive_fraction,negative_fraction
3.151515152,0.7878787879,0.2648,0.0162
3.212121212,0.7878787879,0.2528,0.0118
3.272727273,0.7878787879,0.2528,0.014
3.333333333,0.7878787879,0.2442,0.0092
3.393939394,0.7878787879,0.2386,0.0086
3.454545455,0.7878787879,0.2336,0.0058
3.515151515,0.7878787879,0.233,0.0102
3.575757576,0.7878787879,0.2272,0.0072
3.636363636,0.7878787879,0.218,0.0046
3.696969697,0.7878787879,0.2198,0.0108
3.757575758,0.7878787879,0.2168,0.0082
3.818181818,0.7878787879,0.211,0.0084
3.878787879,0.7878787879,0.2078,0.0082
3.939393939,0.7878787879,0.203,0.005
4,0.7878787879,0.1976,0.0046
4.060606061,0.7878787879,0.1982,0.0074
4.121212121,0.7878787879,0.193,0.0048
4.181818182,0.7878787879,0.1884,0.003
4.242424242,0.7878787879,0.187,0.0046
4.303030303,0.7878787879,0.1834,0.0018
4.363636364,0.7878787879,0.1838,0.0028
4.424242424,0.7878787879,0.1772,0.001
4.484848485,0.7878787879,0.1784,0.0042
4.545454545,0.7878787879,0.1732,0.0016
4.606060606,0.7878787879,0.1722,0.0022
4.666666667,0.7878787879,0.1702,0.003
4.727272727,0.7878787879,0.1676,0.0006
4.787878788,0.7878787879,0.1662,0.0008
4.848484848,0.7878787879,0.1628,0
4.909090909,0.7878787879,0.162,0.001
4.96969697,0.7878787879,0.1606,0.001
5.03030303,0.7878787879,0.1568,0.001
5.090909091,0.7878787879,0.1564,0.0006
5.151515152,0.7878787879,0.1536,0.0006
5.212121212,0.7878787879,0.1522,0
5.272727273,0.7878787879,0.1516,0.0002
5.333333333,0.7878787879,0.15,0.0004
5.393939394,0.7878787879,0.1476,0.0018
5.454545455,0.7878787879,0.1456,0.0002
5.515151515,0.7878787879,0.1444,0.0002
5.575757576,0.7878787879,0.1434,0.0006
5.636363636,0.7878787879,0.1422,0.0008
5.696969697,0.7878787879,0.1414,0.0004
5.757575758,0.7878787879,0.1378,0.0004
5.818181818,0.7878787879,0.1374,0.0004
5.878787879,0.7878787879,0.136,0.0004
5.939393939,0.7878787879,0.1342,0.0006
6,0.7878787879,0.133,0
0,0.8484848485,1,0
0.06060606061,0.8484848485,1,0
0.1212121212,0.8484848485,1,0
0.1818181818,0.8484848485,1,0
0.2424242424,0.8484848485,1,0
0.303030303,0.8484848485,1,0
0.3636363636,0.8484848485,0.9998,0.0002
0.4242424242,0.8484848485,0.9996,0.0002
0.4848484848,0.8484848485,0.999,0.0008
0.5454545455,0.8484848485,0.9926,0.0038
0.6060606061,0.8484848485,0.9894,0.007
0.6666666667,0.8484848485,0.9782,0.0106
0.7272727273,0.8484848485,0.964,0.0206
0.7878787879,0.8484848485,0.9522,0.0292
0.8484848485,0.8484848485,0.932,0.032
0.9090909091,0.8484848485,0.913,0.0424
0.9696969697,0.8484848485,0.8804,0.0532
1.03030303,0.8484848485,0.8624,0.0662
1.090909091,0.8484848485,0.837,0.0734
1.151515152,0.8484848485,0.8208,0.097
1.212121212,0.8484848485,0.7774,0.0818
1.272727273,0.8484848485,0.77,0.1028
1.333333333,0.8484848485,0.7488,0.1064
1.393939394,0.8484848485,0.7166,0.1146
1.454545455,0.8484848485,0.679,0.1054
1.515151515,0.8484848485,0.6536,0.1048
1.575757576,0.8484848485,0.63,0.112
1.636363636,0.8484848485,0.614,0.1018
1.696969697,0.8484848485,0.6234,0.1362
1.757575758,0.8484848485,0.5928,0.1238
1.818181818,0.8484848485,0.5436,0.0892
1.878787879,0.8484848485,0.5148,0.0832
1.939393939,0.8484848485,0.5116,0.0978
2,0.8484848485,0.4912,0.0956
2.060606061,0.8484848485,0.4614,0.0688
2.121212121,0.8484848485,0.4764,0.089
2.181818182,0.8484848485,0.4502,0.0786
2.242424242,0.8484848485,0.438,0.0868
2.303030303,0.8484848485,0.4156,0.0616
2.363636364,0.8484848485,0.4046,0.0652
2.424242424,0.8484848485,0.3776,0.0554
2.484848485,0.8484848485,0.3706,0.0548
2.545454545,0.8484848485,0.3672,0.0538
2.606060606,0.8484848485,0.342,0.044
2.666666667,0.8484848485,0.3356,0.0422
2.727272727,0.8484848485,0.3126,0.0248
2.787878788,0.8484848485,0.3026,0.029
2.848484848,0.8484848485,0.2992,0.0262
2.909090909,0.8484848485,0.2918,0.0238
2.96969697,0.8484848485,0.2852,0.0302
3.03030303,0.8484848485,0.278,0.0236
3.090909091,0.8484848485,0.2708,0.0182
3.151515152,0.8484848485,0.268,0.0188
3.212121212,0.8484848485,0.2658,0.022
3.272727273,0.8484848485,0.2634,0.0216
3.333333333,0.8484848485,0.2554,0.0176
3.393939394,0.8484848485,0.2416,0.012
3.454545455,0.8484848485,0.2424,0.0144
3.515151515,0.8484848485,0.2404,0.0196
3.575757576,0.8484848485,0.2324,0.0176
3.636363636,0.8484848485,0.2236,0.0088
3.696969697,0.8484848485,0.2222,0.011
3.757575758,0.8484848485,0.2142,0.0062
3.818181818,0.8484848485,0.2156,0.0102
3.878787879,0.8484848485,0.2134,0.0104
3.939393939,0.8484848485,0.2056,0.0056
4,0.8484848485,0.2042,0.0064
4.060606061,0.8484848485,0.1998,0.0058
4.121212121,0.8484848485,0.196,0.004
4.181818182,0.8484848485,0.19,0.0072
4.242424242,0.8484848485,0.191,0.0078
4.303030303,0.8484848485,0.1874,0.0034
4.363636364,0.8484848485,0.1814,0.004
4.424242424,0.8484848485,0.1834,0.0074
4.484848485,0.8484848485,0.1782,0.0028
4.545454545,0.8484848485,0.1784,0.0038
4.606060606,0.8484848485,0.173,0.0038
4.666666667,0.8484848485,0.1696,0.0018
4.727272727,0.8484848485,0.1708,0.005
4.787878788,0.8484848485,0.168,0.0028
4.848484848,0.8484848485,0.163,0.002
4.909090909,0.8484848485,0.1618,0.005
4.96969697,0.8484848485,0.1602,0.0026
5.03030303,0.8484848485,0.158,0.001
5.090909091,0.8484848485,0.1564,0.0022
5.151515152,0.8484848485,0.1558,0.0016
5.212121212,0.8484848485,0.153,0.001
5.272727273,0.8484848485,0.152,0.0016
5.333333333,0.8484848485,0.1506,0.0004
5.393939394,0.8484848485,0.1482,0.0008
5.454545455,0.8484848485,0.1458,0.0008
5.515151515,0.8484848485,0.1452,0.0006
5.575757576,0.8484848485,0.1436,0.0002
5.636363636,0.8484848485,0.1426,0.0002
5.696969697,0.8484848485,0.1412,0.0012
5.757575758,0.8484848485,0.1388,0.0006
5.818181818,0.8484848485,0.1366,0.0008
5.878787879,0.8484848485,0.135,0.0008
5.939393939,0.8484848485,0.1342,0.0014
6,0.8484848485,0.1338,0.0008
0,0.9090909091,1,0
0.06060606061,0.9090909091,1,0
0.1212121212,0.9090909091,1,0
0.1818181818,0.9090909091,1,0
0.2424242424,0.9090909091,1,0
0.303030303,0.9090909091,1,0
0.3636363636,0.9090909091,0.9998,0
0.4242424242,0.9090909091,1,0
0.4848484848,0.9090909091,0.9992,0.0004
0.5454545455,0.9090909091,0.9952,0.0024
0.6060606061,0.9090909091,0.9928,0.0046
0.6666666667,0.9090909091,0.9832,0.0102
0.7272727273,0.9090909091,0.9722,0.0188
0.7878787879,0.9090909091,0.9568,0.0254
0.8484848485,0.9090909091,0.939,0.0282
0.9090909091,0.9090909091,0.9284,0.0444
0.9696969697,0.9090909091,0.897,0.042
1.03030303,0.9090909091,0.8652,0.0634
1.090909091,0.9090909091,0.857,0.0834
1.151515152,0.9090909091,0.832,0.082
1.212121212,0.9090909091,0.811,0.0974
1.272727273,0.9090909091,0.791,0.1018
1.333333333,0.9090909091,0.762,0.1204
1.393939394,0.9090909091,0.746,0.1112
1.454545455,0.9090909091,0.7248,0.1302
1.515151515,0.9090909091,0.718,0.1256
1.575757576,0.9090909091,0.6784,0.1346
1.636363636,0.9090909091,0.6328,0.1232
1.696969697,0.9090909091,0.6142,0.1136
1.757575758,0.9090909091,0.5858,0.1082
1.818181818,0.9090909091,0.5698,0.126
1.878787879,0.9090909091,0.5542,0.1178
1.939393939,0.9090909091,0.517,0.0986
2,0.9090909091,0.5268,0.1096
2.060606061,0.9090909091,0.4848,0.0922
2.121212121,0.9090909091,0.483,0.1004
2.181818182,0.9090909091,0.4492,0.0746
2.242424242,0.9090909091,0.4436,0.0888
2.303030303,0.9090909091,0.4178,0.0714
2.363636364,0.9090909091,0.4118,0.0778
2.424242424,0.9090909091,0.3994,0.0726
2.484848485,0.9090909091,0.3826,0.0662
2.545454545,0.9090909091,0.379,0.075
2.606060606,0.9090909091,0.3752,0.0828
2.666666667,0.9090909091,0.357,0.0652
2.727272727,0.9090909091,0.3362,0.05
2.787878788,0.9090909091,0.3286,0.048
2.848484848,0.9090909091,0.3192,0.0456
2.909090909,0.9090909091,0.3074,0.0366
2.96969697,0.9090909091,0.3054,0.0352
3.03030303,0.9090909091,0.2878,0.025
3.090909091,0.9090909091,0.2764,0.0262
3.151515152,0.9090909091,0.2882,0.0364
3.212121212,0.9090909091,0.275,0.0302
3.272727273,0.9090909091,0.2744,0.0316
3.333333333,0.9090909091,0.253,0.02
3.393939394,0.9090909091,0.258,0.0222
3.454545455,0.9090909091,0.249,0.0226
3.515151515,0.9090909091,0.2436,0.0258
3.575757576,0.9090909091,0.2378,0.0166
3.636363636,0.9090909091,0.2334,0.0178
3.696969697,0.9090909091,0.2306,0.0198
3.757575758,0.9090909091,0.2254,0.0154
3.818181818,0.9090909091,0.2216,0.0146
3.878787879,0.9090909091,0.2112,0.0084
3.939393939,0.9090909091,0.2164,0.0166
4,0.9090909091,0.206,0.0126
4.060606061,0.9090909091,0.2036,0.0088
4.121212121,0.9090909091,0.1998,0.01
4.181818182,0.9090909091,0.1938,0.0084
4.242424242,0.9090909091,0.1912,0.0088
4.303030303,0.9090909091,0.1888,0.0068
4.363636364,0.9090909091,0.1854,0.0042
4.424242424,0.9090909091,0.1828,0.0052
4.484848485,0.9090909091,0.1794,0.0054
4.545454545,0.9090909091,0.1768,0.006
4.606060606,0.9090909091,0.1748,0.0064
4.666666667,0.9090909091,0.176,0.009
4.727272727,0.9090909091,0.1762,0.0104
4.787878788,0.9090909091,0.1672,0.0042
4.848484848,0.9090909091,0.1666,0.0048
4.909090909,0.9090909091,0.1664,0.005
4.96969697,0.9090909091,0.1628,0.0042
5.03030303,0.9090909091,0.1624,0.0062
5.090909091,0.9090909091,0.1588,0.003
5.151515152,0.9090909091,0.1544,0.0006
5.212121212,0.9090909091,0.153,0.0016
5.272727273,0.9090909091,0.1554,0.005
5.333333333,0.9090909091,0.1508,0.003
5.393939394,0.9090909091,0.1482,0.0016
5.454545455,0.9090909091,0.148,0.0016
5.515151515,0.9090909091,0.1456,0.001
5.575757576,0.9090909091,0.1456,0.0018
5.636363636,0.9090909091,0.144,0.0004
5.696969697,0.9090909091,0.1402,0.0006
5.757575758,0.9090909091,0.1386,0.0014
5.818181818,0.9090909091,0.1374,0.0008
5.878787879,0.9090909091,0.1356,0.0012
5.939393939,0.9090909091,0.1338,0.0002
6,0.9090909091,0.1332,0.0004
0,0.9696969697,1,0
0.06060606061,0.9696969697,1,0
0.1212121212,0.9696969697,1,0
0.1818181818,0.9696969697,1,0
0.2424242424,0.9696969697,1,0
0.303030303,0.9696969697,1,0
0.3636363636,0.9696969697,1,0
0.4242424242,0.9696969697,1,0
0.4848484848,0.9696969697,0.9992,0.0004
0.5454545455,0.9696969697,0.9964,0.0012
0.6060606061,0.9696969697,0.994,0.004
0.6666666667,0.9696969697,0.9874,0.0076
0.7272727273,0.9696969697,0.9782,0.0112
0.7878787879,0.9696969697,0.9656,0.0212
0.8484848485,0.9696969697,0.9518,0.023
0.9090909091,0.9696969697,0.933,0.0362
0.9696969697,0.9696969697,0.9118,0.041
1.03030303,0.9696969697,0.8848,0.0676
1.090909091,0.9696969697,0.8652,0.0728
1.151515152,0.9696969697,0.8492,0.0766
1.212121212,0.9696969697,0.8146,0.0834
1.272727273,0.9696969697,0.7994,0.1024
1.333333333,0.9696969697,0.7856,0.0958
1.393939394,0.9696969697,0.7482,0.1046
1.454545455,0.9696969697,0.722,0.1134
1.515151515,0.9696969697,0.7218,0.132
1.575757576,0.9696969697,0.6798,0.1024
1.636363636,0.9696969697,0.6722,0.1266
1.696969697,0.9696969697,0.6484,0.1384
1.757575758,0.9696969697,0.5978,0.1096
1.818181818,0.9696969697,0.5926,0.1216
1.878787879,0.9696969697,0.5736,0.1268
1.939393939,0.9696969697,0.5554,0.1116
2,0.9696969697,0.5462,0.128
2.060606061,0.9696969697,0.5266,0.1238
2.121212121,0.9696969697,0.4952,0.1056
2.181818182,0.9696969697,0.463,0.087
2.242424242,0.9696969697,0.4524,0.0856
2.303030303,0.9696969697,0.439,0.0842
2.363636364,0.9696969697,0.4188,0.0872
2.424242424,0.9696969697,0.4124,0.0888
2.484848485,0.9696969697,0.402,0.0714
2.545454545,0.9696969697,0.3944,0.0822
2.606060606,0.9696969697,0.3628,0.06
2.666666667,0.9696969697,0.3822,0.0758
2.727272727,0.9696969697,0.353,0.0644
2.787878788,0.9696969697,0.353,0.066
2.848484848,0.9696969697,0.3318,0.0498
2.909090909,0.9696969697,0.3182,0.0562
2.96969697,0.9696969697,0.3092,0.0434
3.03030303,0.9696969697,0.3034,0.0436
3.090909091,0.9696969697,0.2928,0.0392
3.151515152,0.9696969697,0.2886,0.0352
3.212121212,0.9696969697,0.2868,0.037
3.272727273,0.9696969697,0.2764,0.0364
3.333333333,0.9696969697,0.2614,0.0252
3.393939394,0.9696969697,0.2526,0.0248
3.454545455,0.9696969697,0.2564,0.0208
3.515151515,0.9696969697,0.241,0.0182
3.575757576,0.9696969697,0.2382,0.0148
3.636363636,0.9696969697,0.234,0.0158
3.696969697,0.9696969697,0.2368,0.0186
3.757575758,0.9696969697,0.227,0.0144
3.818181818,0.9696969697,0.2274,0.0242
3.878787879,0.9696969697,0.222,0.0182
3.939393939,0.9696969697,0.2182,0.0208
4,0.9696969697,0.21,0.0122
4.060606061,0.9696969697,0.213,0.0174
4.121212121,0.9696969697,0.2078,0.015
4.181818182,0.9696969697,0.2018,0.0146
4.242424242,0.9696969697,0.1978,0.0192
4.303030303,0.9696969697,0.1912,0.008
4.363636364,0.9696969697,0.1886,0.0102
4.424242424,0.9696969697,0.1844,0.008
4.484848485,0.9696969697,0.1844,0.0122
4.545454545,0.9696969697,0.1792,0.008
4.606060606,0.9696969697,0.1734,0.0068
4.666666667,0.9696969697,0.1734,0.0058
4.727272727,0.9696969697,0.1732,0.0062
4.787878788,0.9696969697,0.1704,0.0058
4.848484848,0.9696969697,0.1662,0.0044
4.909090909,0.9696969697,0.1678,0.0074
4.96969697,0.9696969697,0.1622,0.0034
5.03030303,0.9696969697,0.1616,0.0052
5.090909091,0.9696969697,0.1614,0.0046
5.151515152,0.9696969697,0.1574,0.0036
5.212121212,0.9696969697,0.1552,0.0034
5.272727273,0.9696969697,0.1558,0.0038
5.333333333,0.9696969697,0.1516,0.0018
5.393939394,0.9696969697,0.1498,0.0016
5.454545455,0.9696969697,0.149,0.0022
5.515151515,0.9696969697,0.148,0.0038
5.575757576,0.9696969697,0.1454,0.0018
5.636363636,0.9696969697,0.1444,0.0034
5.696969697,0.9696969697,0.1418,0.001
5.757575758,0.9696969697,0.1388,0.001
5.818181818,0.9696969697,0.1382,0.002
5.878787879,0.9696969697,0.1358,0.0014
5.939393939,0.9696969697,0.135,0.0014
6,0.9696969697,0.1358,0.001
0,1.03030303,1,0
0.06060606061,1.03030303,1,0
0.1212121212,1.03030303,1,0
0.1818181818,1.03030303,1,0
0.2424242424,1.03030303,1,0
0.303030303,1.03030303,1,0
0.3636363636,1.03030303,1,0
0.4242424242,1.03030303,0.9998,0
0.4848484848,1.03030303,0.9994,0.0006
0.5454545455,1.03030303,0.9988,0.0006
0.6060606061,1.03030303,0.9936,0.0052
0.6666666667,1.03030303,0.9894,0.0078
0.7272727273,1.03030303,0.9812,0.0118
0.7878787879,1.03030303,0.9702,0.0196
0.8484848485,1.03030303,0.956,0.0208
0.9090909091,1.03030303,0.9392,0.038
0.9696969697,1.03030303,0.9212,0.0392
1.03030303,1.03030303,0.9054,0.0552
1.090909091,1.03030303,0.8856,0.0746
1.151515152,1.03030303,0.8688,0.0702
1.212121212,1.03030303,0.8452,0.088
1.272727273,1.03030303,0.8196,0.0862
1.333333333,1.03030303,0.799,0.1076
1.393939394,1.03030303,0.7708,0.092
1.454545455,1.03030303,0.7552,0.1236
1.515151515,1.03030303,0.7396,0.118
1.575757576,1.03030303,0.7044,0.1214
1.636363636,1.03030303,0.6712,0.1206
1.696969697,1.03030303,0.6412,0.1142
1.757575758,1.03030303,0.636,0.1154
1.818181818,1.03030303,0.6232,0.1376
1.878787879,1.03030303,0.5972,0.1328
1.939393939,1.03030303,0.5844,0.134
2,1.03030303,0.571,0.123
2.060606061,1.03030303,0.5266,0.0982
2.121212121,1.03030303,0.5104,0.1114
2.181818182,1.03030303,0.4928,0.1216
2.242424242,1.03030303,0.4978,0.115
2.303030303,1.03030303,0.465,0.1042
2.363636364,1.03030303,0.4534,0.1012
2.424242424,1.03030303,0.4372,0.0842
2.484848485,1.03030303,0.4244,0.0918
2.545454545,1.03030303,0.4212,0.102
2.606060606,1.03030303,0.3812,0.0692
2.666666667,1.03030303,0.3588,0.062
2.727272727,1.03030303,0.3378,0.0448
2.787878788,1.03030303,0.3356,0.0502
2.848484848,1.03030303,0.3286,0.0552
2.909090909,1.03030303,0.3212,0.0446
2.96969697,1.03030303,0.324,0.0612
3.03030303,1.03030303,0.3062,0.0464
3.090909091,1.03030303,0.3088,0.0538
3.151515152,1.03030303,0.2986,0.0442
3.212121212,1.03030303,0.2852,0.0466
3.272727273,1.03030303,0.2832,0.0366
3.333333333,1.03030303,0.271,0.0366
3.393939394,1.03030303,0.2638,0.0256
3.454545455,1.03030303,0.2568,0.0234
3.515151515,1.03030303,0.2604,0.0264
3.575757576,1.03030303,0.2494,0.035
3.636363636,1.03030303,0.2448,0.0272
3.696969697,1.03030303,0.2298,0.019
3.757575758,1.03030303,0.2358,0.02
3.818181818,1.03030303,0.2332,0.0218
3.878787879,1.03030303,0.2256,0.0186
3.939393939,1.03030303,0.2146,0.0122
4,1.03030303,0.21,0.013
4.060606061,1.03030303,0.2056,0.0108
4.121212121,1.03030303,0.2092,0.014
4.181818182,1.03030303,0.2,0.0138
4.242424242,1.03030303,0.1988,0.011
4.303030303,1.03030303,0.1962,0.0146
4.363636364,1.03030303,0.1918,0.0126
4.424242424,1.03030303,0.186,0.0098
4.484848485,1.03030303,0.181,0.0082
4.545454545,1.03030303,0.1866,0.0112
4.606060606,1.03030303,0.1764,0.0048
4.666666667,1.03030303,0.175,0.0072
4.727272727,1.03030303,0.1768,0.0078
4.787878788,1.03030303,0.174,0.0098
4.848484848,1.03030303,0.166,0.0048
4.909090909,1.03030303,0.1622,0.0028
4.96969697,1.03030303,0.1624,0.0036
5.03030303,1.03030303,0.1594,0.0032
5.090909091,1.03030303,0.1582,0.0046
5.151515152,1.03030303,0.1598,0.0052
5.212121212,1.03030303,0.155,0.0022
5.272727273,1.03030303,0.1538,0.005
5.333333333,1.03030303,0.1532,0.0054
5.393939394,1.03030303,0.152,0.004
5.454545455,1.03030303,0.1494,0.0038
5.515151515,1.03030303,0.1482,0.0042
5.575757576,1.03030303,0.1466,0.0042
5.636363636,1.03030303,0.1446,0.0034
5.696969697,1.03030303,0.1428,0.0018
5.757575758,1.03030303,0.1416,0.004
5.818181818,1.03030303,0.138,0.0026
5.878787879,1.03030303,0.139,0.0044
5.939393939,1.03030303,0.1372,0.0038
6,1.03030303,0.1346,0.0016
0,1.090909091,1,0
0.06060606061,1.090909091,1,0
0.1212121212,1.090909091,1,0
0.1818181818,1.090909091,1,0
0.2424242424,1.090909091,1,0
0.303030303,1.090909091,1,0
0.3636363636,1.090909091,1,0
0.4242424242,1.090909091,0.9998,0.0002
0.4848484848,1.090909091,0.9994,0.0004
0.5454545455,1.090909091,0.9992,0.0006
0.6060606061,1.090909091,0.9948,0.0036
0.6666666667,1.090909091,0.9928,0.0052
0.7272727273,1.090909091,0.9844,0.009
0.7878787879,1.090909091,0.9764,0.0158
0.8484848485,1.090909091,0.965,0.0234
0.9090909091,1.090909091,0.9544,0.0266
0.9696969697,1.090909091,0.9324,0.0358
1.03030303,1.090909091,0.9204,0.0512
1.090909091,1.090909091,0.891,0.0628
1.151515152,1.090909091,0.8952,0.0784
1.212121212,1.090909091,0.8516,0.082
1.272727273,1.090909091,0.8354,0.0904
1.333333333,1.090909091,0.811,0.098
1.393939394,1.090909091,0.7854,0.1038
1.454545455,1.090909091,0.7718,0.1146
1.515151515,1.090909091,0.7538,0.1254
1.575757576,1.090909091,0.7394,0.1332
1.636363636,1.090909091,0.6798,0.1168
1.696969697,1.090909091,0.696,0.1546
1.757575758,1.090909091,0.6378,0.1224
1.818181818,1.090909091,0.6344,0.1352
1.878787879,1.090909091,0.6212,0.1434
1.939393939,1.090909091,0.5822,0.1286
2,1.090909091,0.5882,0.1302
2.060606061,1.090909091,0.558,0.1254
2.121212121,1.090909091,0.5382,0.13
2.181818182,1.090909091,0.509,0.1184
2.242424242,1.090909091,0.4858,0.1042
2.303030303,1.090909091,0.492,0.1186
2.363636364,1.090909091,0.4672,0.11
2.424242424,1.090909091,0.4526,0.1086
2.484848485,1.090909091,0.4312,0.0956
2.545454545,1.090909091,0.4204,0.085
2.606060606,1.090909091,0.4182,0.1032
2.666666667,1.090909091,0.3984,0.0984
2.727272727,1.090909091,0.3682,0.0784
2.787878788,1.090909091,0.3712,0.072
2.848484848,1.090909091,0.3584,0.0746
2.909090909,1.090909091,0.336,0.064
2.96969697,1.090909091,0.3248,0.0478
3.03030303,1.090909091,0.3234,0.0594
3.090909091,1.090909091,0.3216,0.059
3.151515152,1.090909091,0.3072,0.0632
3.212121212,1.090909091,0.2982,0.042
3.272727273,1.090909091,0.2926,0.0488
3.333333333,1.090909091,0.2824,0.0448
3.393939394,1.090909091,0.2732,0.032
3.454545455,1.090909091,0.271,0.0356
3.515151515,1.090909091,0.2666,0.04
3.575757576,1.090909091,0.2534,0.0316
3.636363636,1.090909091,0.2486,0.0336
3.696969697,1.090909091,0.252,0.0366
3.757575758,1.090909091,0.2378,0.0248
3.818181818,1.090909091,0.2292,0.0224
3.878787879,1.090909091,0.2236,0.019
3.939393939,1.090909091,0.226,0.0208
4,1.090909091,0.2168,0.0174
4.060606061,1.090909091,0.2194,0.0188
4.121212121,1.090909091,0.2166,0.018
4.181818182,1.090909091,0.213,0.0202
4.242424242,1.090909091,0.2118,0.0246
4.303030303,1.090909091,0.196,0.0116
4.363636364,1.090909091,0.194,0.0142
4.424242424,1.090909091,0.1956,0.0184
4.484848485,1.090909091,0.1934,0.0194
4.545454545,1.090909091,0.1856,0.0114
4.606060606,1.090909091,0.1858,0.0124
4.666666667,1.090909091,0.1808,0.0154
4.727272727,1.090909091,0.1816,0.011
4.787878788,1.090909091,0.1744,0.0072
4.848484848,1.090909091,0.1722,0.0108
4.909090909,1.090909091,0.1694,0.009
4.96969697,1.090909091,0.1658,0.0058
5.03030303,1.090909091,0.1632,0.0066
5.090909091,1.090909091,0.1612,0.0014
5.151515152,1.090909091,0.157,0.003
5.212121212,1.090909091,0.1556,0.0048
5.272727273,1.090909091,0.1548,0.0064
5.333333333,1.090909091,0.1522,0.0038
5.393939394,1.090909091,0.155,0.007
5.454545455,1.090909091,0.1516,0.0076
5.515151515,1.090909091,0.149,0.0036
5.575757576,1.090909091,0.146,0.0028
5.636363636,1.090909091,0.1444,0.0042
5.696969697,1.090909091,0.1412,0.0016
5.757575758,1.090909091,0.1428,0.0062
5.818181818,1.090909091,0.1398,0.004
5.878787879,1.090909091,0.1386,0.004
5.939393939,1.090909091,0.1358,0.0018
6,1.090909091,0.136,0.0026
0,1.151515152,1,0
0.06060606061,1.151515152,1,0
0.1212121212,1.151515152,1,0
0.1818181818,1.151515152,1,0
0.2424242424,1.151515152,1,0
0.303030303,1.151515152,1,0
0.3636363636,1.151515152,1,0
0.4242424242,1.151515152,0.9998,0.0002
0.4848484848,1.151515152,1,0
0.5454545455,1.151515152,0.9996,0.0002
0.6060606061,1.151515152,0.9964,0.0012
0.6666666667,1.151515152,0.994,0.005
0.7272727273,1.151515152,0.9904,0.0044
0.7878787879,1.151515152,0.9792,0.0126
0.8484848485,1.151515152,0.9716,0.0194
0.9090909091,1.151515152,0.9624,0.025
0.9696969697,1.151515152,0.9456,0.034
1.03030303,1.151515152,0.9282,0.0422
1.090909091,1.151515152,0.9036,0.0596
1.151515152,1.151515152,0.8842,0.0676
1.212121212,1.151515152,0.8754,0.0564
1.272727273,1.151515152,0.8516,0.0786
1.333333333,1.151515152,0.8208,0.0834
1.393939394,1.151515152,0.819,0.104
1.454545455,1.151515152,0.7728,0.1092
1.515151515,1.151515152,0.765,0.1116
1.575757576,1.151515152,0.7556,0.1326
1.636363636,1.151515152,0.725,0.124
1.696969697,1.151515152,0.6956,0.1366
1.757575758,1.151515152,0.6766,0.1426
1.818181818,1.151515152,0.679,0.1558
1.878787879,1.151515152,0.6258,0.1352
1.939393939,1.151515152,0.6282,0.1534
2,1.151515152,0.5916,0.1374
2.060606061,1.151515152,0.5576,0.1076
2.121212121,1.151515152,0.5548,0.1298
2.181818182,1.151515152,0.5612,0.1366
2.242424242,1.151515152,0.5186,0.1244
2.303030303,1.151515152,0.4922,0.1248
2.363636364,1.151515152,0.5046,0.1302
2.424242424,1.151515152,0.4584,0.0984
2.484848485,1.151515152,0.4486,0.1024
2.545454545,1.151515152,0.4376,0.1066
2.606060606,1.151515152,0.4264,0.0978
2.666666667,1.151515152,0.3892,0.0686
2.727272727,1.151515152,0.3876,0.082
2.787878788,1.151515152,0.399,0.1096
2.848484848,1.151515152,0.3676,0.0774
2.909090909,1.151515152,0.3648,0.091
2.96969697,1.151515152,0.3824,0.1086
3.03030303,1.151515152,0.3628,0.0974
3.090909091,1.151515152,0.3188,0.049
3.151515152,1.151515152,0.3136,0.0504
3.212121212,1.151515152,0.3196,0.0692
3.272727273,1.151515152,0.3152,0.058
3.333333333,1.151515152,0.2998,0.0522
3.393939394,1.151515152,0.2826,0.042
3.454545455,1.151515152,0.2936,0.058
3.515151515,1.151515152,0.2836,0.0524
3.575757576,1.151515152,0.2814,0.0504
3.636363636,1.151515152,0.2668,0.0436
3.696969697,1.151515152,0.249,0.038
3.757575758,1.151515152,0.254,0.0404
3.818181818,1.151515152,0.2532,0.044
3.878787879,1.151515152,0.2508,0.046
3.939393939,1.151515152,0.2426,0.0332
4,1.151515152,0.2156,0.0156
4.060606061,1.151515152,0.225,0.0262
4.121212121,1.151515152,0.2128,0.0242
4.181818182,1.151515152,0.2166,0.0326
4.242424242,1.151515152,0.2118,0.0218
4.303030303,1.151515152,0.2086,0.0252
4.363636364,1.151515152,0.2036,0.0258
4.424242424,1.151515152,0.2018,0.0226
4.484848485,1.151515152,0.1952,0.0164
4.545454545,1.151515152,0.1944,0.0222
4.606060606,1.151515152,0.1912,0.021
4.666666667,1.151515152,0.1828,0.0164
4.727272727,1.151515152,0.1862,0.0176
4.787878788,1.151515152,0.1778,0.0116
4.848484848,1.151515152,0.179,0.013
4.909090909,1.151515152,0.174,0.016
4.96969697,1.151515152,0.1756,0.0138
5.03030303,1.151515152,0.1696,0.009
5.090909091,1.151515152,0.1642,0.0064
5.151515152,1.151515152,0.1646,0.0096
5.212121212,1.151515152,0.1654,0.0112
5.272727273,1.151515152,0.1586,0.0062
5.333333333,1.151515152,0.159,0.0054
5.393939394,1.151515152,0.1504,0.0034
5.454545455,1.151515152,0.1536,0.0084
5.515151515,1.151515152,0.149,0.0056
5.575757576,1.151515152,0.1508,0.0062
5.636363636,1.151515152,0.1472,0.0064
