sigma_A_over_omega,K_over_omega,D
3.151515152,1.03030303,0.197499031
3.212121212,1.03030303,0.1939300074
3.272727273,1.03030303,0.1903672656
3.333333333,1.03030303,0.1868951159
3.393939394,1.03030303,0.1835397617
3.454545455,1.03030303,0.1802374834
3.515151515,1.03030303,0.1768721789
3.575757576,1.03030303,0.1735937853
3.636363636,1.03030303,0.1706718194
3.696969697,1.03030303,0.168075787
3.757575758,1.03030303,0.1653986494
3.818181818,1.03030303,0.1626551685
3.878787879,1.03030303,0.1599159623
3.939393939,1.03030303,0.1574167477
4,1.03030303,0.1550210487
4.060606061,1.03030303,0.1526260633
4.121212121,1.03030303,0.1503507188
4.181818182,1.03030303,0.1481420525
4.242424242,1.03030303,0.1460452367
4.303030303,1.03030303,0.1440345352
4.363636364,1.03030303,0.1421941552
4.424242424,1.03030303,0.1403929987
4.484848485,1.03030303,0.1386514664
4.545454545,1.03030303,0.1368752967
4.606060606,1.03030303,0.1350749531
4.666666667,1.03030303,0.1335108181
4.727272727,1.03030303,0.1319691078
4.787878788,1.03030303,0.1303025401
4.848484848,1.03030303,0.1286916966
4.909090909,1.03030303,0.127195538
4.96969697,1.03030303,0.1257758233
5.03030303,1.03030303,0.1244554619
5.090909091,1.03030303,0.1230715078
5.151515152,1.03030303,0.1217480856
5.212121212,1.03030303,0.1204973344
5.272727273,1.03030303,0.1190697875
5.333333333,1.03030303,0.1178333831
5.393939394,1.03030303,0.1165877827
5.454545455,1.03030303,0.1154057222
5.515151515,1.03030303,0.1141213788
5.575757576,1.03030303,0.11304373
5.636363636,1.03030303,0.1118905916
5.696969697,1.03030303,0.1106162222
5.757575758,1.03030303,0.1094587619
5.818181818,1.03030303,0.1084399685
5.878787879,1.03030303,0.1073559859
5.939393939,1.03030303,0.1064364444
6,1.03030303,0.1054494476
0,1.090909091,1
0.06060606061,1.090909091,0.9991613079
0.1212121212,1.090909091,0.9966321092
0.1818181818,1.090909091,0.9924209194
0.2424242424,1.090909091,0.9865170265
0.303030303,1.090909091,0.9787741741
0.3636363636,1.090909091,0.9693077165
0.4242424242,1.090909091,0.9577611941
0.4848484848,1.090909091,0.9441473391
0.5454545455,1.090909091,0.927665781
0.6060606061,1.090909091,0.9073695978
0.6666666667,1.090909091,0.8851419706
0.7272727273,1.090909091,0.8590330126
0.7878787879,1.090909091,0.8299743409
0.8484848485,1.090909091,0.8000079602
0.9090909091,1.090909091,0.7663369907
0.9696969697,1.090909091,0.7341057637
1.03030303,1.090909091,0.7018093553
1.090909091,1.090909091,0.6667956684
1.151515152,1.090909091,0.6388177478
1.212121212,1.090909091,0.6089649045
1.272727273,1.090909091,0.5782154136
1.333333333,1.090909091,0.5506265082
1.393939394,1.090909091,0.5243004316
1.454545455,1.090909091,0.4997327232
1.515151515,1.090909091,0.4788927338
1.575757576,1.090909091,0.4542694626
1.636363636,1.090909091,0.4321454839
1.696969697,1.090909091,0.4114719584
1.757575758,1.090909091,0.3926702995
1.818181818,1.090909091,0.3769895794
1.878787879,1.090909091,0.3606312427
1.939393939,1.090909091,0.3466263625
2,1.090909091,0.33566919
2.060606061,1.090909091,0.3235994722
2.121212121,1.090909091,0.3122439917
2.181818182,1.090909091,0.2997194132
2.242424242,1.090909091,0.2899975066
2.303030303,1.090909091,0.2806687516
2.363636364,1.090909091,0.2719821717
2.424242424,1.090909091,0.2637128156
2.484848485,1.090909091,0.2557962475
2.545454545,1.090909091,0.2486395425
2.606060606,1.090909091,0.2417824546
2.666666667,1.090909091,0.2359341186
2.727272727,1.090909091,0.2300776045
2.787878788,1.090909091,0.2248975933
2.848484848,1.090909091,0.2201395868
2.909090909,1.090909091,0.2155987224
2.96969697,1.090909091,0.2110234359
3.03030303,1.090909091,0.2065818564
3.090909091,1.090909091,0.2027707951
3.151515152,1.090909091,0.1987048978
3.212121212,1.090909091,0.1948091421
3.272727273,1.090909091,0.1912457992
3.333333333,1.090909091,0.18773192
3.393939394,1.090909091,0.1842825079
3.454545455,1.090909091,0.1809257857
3.515151515,1.090909091,0.1777254216
3.575757576,1.090909091,0.1743363362
3.636363636,1.090909091,0.1712659308
3.696969697,1.090909091,0.1686268786
3.757575758,1.090909091,0.1659203928
3.818181818,1.090909091,0.1632793042
3.878787879,1.090909091,0.1606821342
3.939393939,1.090909091,0.15776841
4,1.090909091,0.155285925
4.060606061,1.090909091,0.1530463645
4.121212121,1.090909091,0.150727414
4.181818182,1.090909091,0.1484029775
4.242424242,1.090909091,0.146327551
4.303030303,1.090909091,0.1441923652
4.363636364,1.090909091,0.1423091465
4.424242424,1.090909091,0.1406144788
4.484848485,1.090909091,0.1388038022
4.545454545,1.090909091,0.1370862957
4.606060606,1.090909091,0.1352188646
4.666666667,1.090909091,0.1336307106
4.727272727,1.090909091,0.1320092956
4.787878788,1.090909091,0.1304082427
4.848484848,1.090909091,0.1288758293
4.909090909,1.090909091,0.1272318452
4.96969697,1.090909091,0.1258085614
5.03030303,1.090909091,0.1245090871
5.090909091,1.090909091,0.1231780406
5.151515152,1.090909091,0.1217192298
5.212121212,1.090909091,0.1203623111
5.272727273,1.090909091,0.1191289152
5.333333333,1.090909091,0.1178444724
5.393939394,1.090909091,0.1165583347
5.454545455,1.090909091,0.1153755345
5.515151515,1.090909091,0.1141961067
5.575757576,1.090909091,0.1130535152
5.636363636,1.090909091,0.111846983
5.696969697,1.090909091,0.1106562672
5.757575758,1.090909091,0.109426807
5.818181818,1.090909091,0.1084421261
5.878787879,1.090909091,0.1074061797
5.939393939,1.090909091,0.1064585347
6,1.090909091,0.1055727903
0,1.151515152,1
0.06060606061,1.151515152,0.9992099105
0.1212121212,1.151515152,0.9968261114
0.1818181818,1.151515152,0.992853304
0.2424242424,1.151515152,0.9872852342
0.303030303,1.151515152,0.9800152463
0.3636363636,1.151515152,0.9710359566
0.4242424242,1.151515152,0.960082994
0.4848484848,1.151515152,0.9473872451
0.5454545455,1.151515152,0.9320405975
0.6060606061,1.151515152,0.9129309349
0.6666666667,1.151515152,0.8922203392
0.7272727273,1.151515152,0.8685667591
0.7878787879,1.151515152,0.8406170371
0.8484848485,1.151515152,0.8122166474
0.9090909091,1.151515152,0.7806917747
0.9696969697,1.151515152,0.7484190595
1.03030303,1.151515152,0.7166399229
1.090909091,1.151515152,0.6834073143
1.151515152,1.151515152,0.6503699841
1.212121212,1.151515152,0.6237340194
1.272727273,1.151515152,0.5943547041
1.333333333,1.151515152,0.5650232853
1.393939394,1.151515152,0.5390950007
1.454545455,1.151515152,0.5127679507
1.515151515,1.151515152,0.4903955408
1.575757576,1.151515152,0.4682809122
1.636363636,1.151515152,0.4454053474
1.696969697,1.151515152,0.4237438382
1.757575758,1.151515152,0.4033456881
1.818181818,1.151515152,0.3857424615
1.878787879,1.151515152,0.3704312341
1.939393939,1.151515152,0.3543111947
2,1.151515152,0.3410035403
2.060606061,1.151515152,0.3299979205
2.121212121,1.151515152,0.3183720105
2.181818182,1.151515152,0.3073708198
2.242424242,1.151515152,0.2947564796
2.303030303,1.151515152,0.2853460878
2.363636364,1.151515152,0.2762964544
2.424242424,1.151515152,0.267432479
2.484848485,1.151515152,0.2592363055
2.545454545,1.151515152,0.2517356126
2.606060606,1.151515152,0.2446435534
2.666666667,1.151515152,0.2377040196
2.727272727,1.151515152,0.2318861998
2.787878788,1.151515152,0.2267936699
2.848484848,1.151515152,0.2216228576
2.909090909,1.151515152,0.2171108257
2.96969697,1.151515152,0.2128287848
3.03030303,1.151515152,0.2083391515
3.090909091,1.151515152,0.2039907609
3.151515152,1.151515152,0.1999225491
3.212121212,1.151515152,0.1959065665
3.272727273,1.151515152,0.1922571943
3.333333333,1.151515152,0.1887586937
3.393939394,1.151515152,0.1852465795
3.454545455,1.151515152,0.1819482175
3.515151515,1.151515152,0.1785272131
3.575757576,1.151515152,0.1751991271
3.636363636,1.151515152,0.1720468172
3.696969697,1.151515152,0.169020894
3.757575758,1.151515152,0.1664941193
3.818181818,1.151515152,0.1638736596
3.878787879,1.151515152,0.1613613702
3.939393939,1.151515152,0.1585590788
4,1.151515152,0.1557528509
4.060606061,1.151515152,0.1535099908
4.121212121,1.151515152,0.151016322
4.181818182,1.151515152,0.1486555781
4.242424242,1.151515152,0.1465863969
4.303030303,1.151515152,0.1443366785
4.363636364,1.151515152,0.1426169609
4.424242424,1.151515152,0.1408343136
4.484848485,1.151515152,0.1389689822
4.545454545,1.151515152,0.1372201027
4.606060606,1.151515152,0.1354071759
4.666666667,1.151515152,0.1338097807
4.727272727,1.151515152,0.1320904992
4.787878788,1.151515152,0.1305526318
4.848484848,1.151515152,0.1288525989
4.909090909,1.151515152,0.1273905463
4.96969697,1.151515152,0.1260126358
5.03030303,1.151515152,0.1246448021
5.090909091,1.151515152,0.1233420277
5.151515152,1.151515152,0.1218604872
5.212121212,1.151515152,0.1204573902
5.272727273,1.151515152,0.1191700327
5.333333333,1.151515152,0.1178998736
5.393939394,1.151515152,0.1165788074
5.454545455,1.151515152,0.1153802258
5.515151515,1.151515152,0.1141624709
5.575757576,1.151515152,0.1130411105
5.636363636,1.151515152,0.1119012062
5.696969697,1.151515152,0.1106652763
5.757575758,1.151515152,0.1095049542
5.818181818,1.151515152,0.1084382609
5.878787879,1.151515152,0.1073912126
5.939393939,1.151515152,0.106429083
6,1.151515152,0.1055247929
0,1.212121212,1
0.06060606061,1.212121212,0.9992553499
0.1212121212,1.212121212,0.9970070865
0.1818181818,1.212121212,0.9932580395
0.2424242424,1.212121212,0.9880022423
0.303030303,1.212121212,0.9811678059
0.3636363636,1.212121212,0.9726620487
0.4242424242,1.212121212,0.9624194231
0.4848484848,1.212121212,0.9502559697
0.5454545455,1.212121212,0.9361847758
0.6060606061,1.212121212,0.9184731711
0.6666666667,1.212121212,0.8981858192
0.7272727273,1.212121212,0.8764679703
0.7878787879,1.212121212,0.8507894206
0.8484848485,1.212121212,0.8222604082
0.9090909091,1.212121212,0.793181151
0.9696969697,1.212121212,0.7611222152
1.03030303,1.212121212,0.7303749515
1.090909091,1.212121212,0.6987111913
1.151515152,1.212121212,0.6659268684
1.212121212,1.212121212,0.6362704517
1.272727273,1.212121212,0.6110690636
1.333333333,1.212121212,0.5814099487
1.393939394,1.212121212,0.5531770823
1.454545455,1.212121212,0.5282993785
1.515151515,1.212121212,0.5023251655
1.575757576,1.212121212,0.4813902343
1.636363636,1.212121212,0.4582920328
1.696969697,1.212121212,0.43737201
1.757575758,1.212121212,0.4154250339
1.818181818,1.212121212,0.3960962363
1.878787879,1.212121212,0.3792735103
1.939393939,1.212121212,0.364014987
2,1.212121212,0.3485152103
2.060606061,1.212121212,0.3355686526
2.121212121,1.212121212,0.3245123662
2.181818182,1.212121212,0.3132813078
2.242424242,1.212121212,0.3024512458
2.303030303,1.212121212,0.2904664302
2.363636364,1.212121212,0.2812361587
2.424242424,1.212121212,0.2718602496
2.484848485,1.212121212,0.2633947016
2.545454545,1.212121212,0.2554344018
2.606060606,1.212121212,0.2481853635
2.666666667,1.212121212,0.2407330093
2.727272727,1.212121212,0.2341287788
2.787878788,1.212121212,0.2285985102
2.848484848,1.212121212,0.2234042621
2.909090909,1.212121212,0.2185974458
2.96969697,1.212121212,0.2142467525
3.03030303,1.212121212,0.2100850733
3.090909091,1.212121212,0.2057069341
3.151515152,1.212121212,0.2015535067
3.212121212,1.212121212,0.1973899776
3.272727273,1.212121212,0.1935118593
3.333333333,1.212121212,0.1899013455
3.393939394,1.212121212,0.1862745122
3.454545455,1.212121212,0.1830464472
3.515151515,1.212121212,0.1795245577
3.575757576,1.212121212,0.1763217965
3.636363636,1.212121212,0.1729636717
3.696969697,1.212121212,0.1698694156
3.757575758,1.212121212,0.167091793
3.818181818,1.212121212,0.1645057756
3.878787879,1.212121212,0.1617857495
3.939393939,1.212121212,0.1590876148
4,1.212121212,0.1565195386
4.060606061,1.212121212,0.1539151326
4.121212121,1.212121212,0.1514683677
4.181818182,1.212121212,0.149082475
4.242424242,1.212121212,0.1469279527
4.303030303,1.212121212,0.1446864935
4.363636364,1.212121212,0.14279449
4.424242424,1.212121212,0.1410559897
4.484848485,1.212121212,0.1392026092
4.545454545,1.212121212,0.1373219036
4.606060606,1.212121212,0.1356460151
4.666666667,1.212121212,0.1338754341
4.727272727,1.212121212,0.1322195247
4.787878788,1.212121212,0.1306030841
4.848484848,1.212121212,0.1289227867
4.909090909,1.212121212,0.1274155153
4.96969697,1.212121212,0.1260906132
5.03030303,1.212121212,0.1247899018
5.090909091,1.212121212,0.1233870459
5.151515152,1.212121212,0.1219568267
5.212121212,1.212121212,0.1204626076
5.272727273,1.212121212,0.1191828364
5.333333333,1.212121212,0.1179231797
5.393939394,1.212121212,0.1166814644
5.454545455,1.212121212,0.1154984336
5.515151515,1.212121212,0.1142529229
5.575757576,1.212121212,0.1130992154
5.636363636,1.212121212,0.1120182188
5.696969697,1.212121212,0.1107356214
5.757575758,1.212121212,0.1095674485
5.818181818,1.212121212,0.1085514277
5.878787879,1.212121212,0.1074725103
5.939393939,1.212121212,0.1065084039
6,1.212121212,0.1056166728
0,1.272727273,1
0.06060606061,1.272727273,0.9992977051
0.1212121212,1.272727273,0.9971758766
0.1818181818,1.272727273,0.9936365086
0.2424242424,1.272727273,0.9886708314
0.303030303,1.272727273,0.9822175335
0.3636363636,1.272727273,0.9741453639
0.4242424242,1.272727273,0.9644886855
0.4848484848,1.272727273,0.9530176782
0.5454545455,1.272727273,0.9397504999
0.6060606061,1.272727273,0.9237446181
0.6666666667,1.272727273,0.9041328885
0.7272727273,1.272727273,0.8833710236
0.7878787879,1.272727273,0.8600844046
0.8484848485,1.272727273,0.8323719159
0.9090909091,1.272727273,0.8057030799
0.9696969697,1.272727273,0.7751342014
1.03030303,1.272727273,0.7438355599
1.090909091,1.272727273,0.7128725463
1.151515152,1.272727273,0.6812672552
1.212121212,1.272727273,0.6494593554
1.272727273,1.272727273,0.6245362081
1.333333333,1.272727273,0.5970387396
1.393939394,1.272727273,0.5683318925
1.454545455,1.272727273,0.5410333238
1.515151515,1.272727273,0.5172533424
1.575757576,1.272727273,0.4922838997
1.636363636,1.272727273,0.4723154988
1.696969697,1.272727273,0.4497487853
1.757575758,1.272727273,0.4287792057
1.818181818,1.272727273,0.4084622098
1.878787879,1.272727273,0.3892945066
1.939393939,1.272727273,0.3725445591
2,1.272727273,0.3582041605
2.060606061,1.272727273,0.3432128836
2.121212121,1.272727273,0.3306812108
2.181818182,1.272727273,0.3198714957
2.242424242,1.272727273,0.30876676
2.303030303,1.272727273,0.2982827321
2.363636364,1.272727273,0.2864118583
2.424242424,1.272727273,0.2776199303
2.484848485,1.272727273,0.2686191414
2.545454545,1.272727273,0.2595449377
2.606060606,1.272727273,0.2516947278
2.666666667,1.272727273,0.2446546495
2.727272727,1.272727273,0.2374146371
2.787878788,1.272727273,0.2309023857
2.848484848,1.272727273,0.2253926572
2.909090909,1.272727273,0.220445582
2.96969697,1.272727273,0.2155061623
3.03030303,1.272727273,0.2116445701
3.090909091,1.272727273,0.2073064864
3.151515152,1.272727273,0.2031339121
3.212121212,1.272727273,0.1988640043
3.272727273,1.272727273,0.1950994383
3.333333333,1.272727273,0.191156647
3.393939394,1.272727273,0.1874777062
3.454545455,1.272727273,0.1839916484
3.515151515,1.272727273,0.1807495034
3.575757576,1.272727273,0.1772348333
3.636363636,1.272727273,0.1740119705
3.696969697,1.272727273,0.1709088479
3.757575758,1.272727273,0.1676961682
3.818181818,1.272727273,0.1650919669
3.878787879,1.272727273,0.1624935239
3.939393939,1.272727273,0.1598195104
4,1.272727273,0.157271273
4.060606061,1.272727273,0.1546766558
4.121212121,1.272727273,0.1520787936
4.181818182,1.272727273,0.1495422023
4.242424242,1.272727273,0.147272703
4.303030303,1.272727273,0.1451903732
4.363636364,1.272727273,0.1430535177
4.424242424,1.272727273,0.1411538
4.484848485,1.272727273,0.1393227749
4.545454545,1.272727273,0.1375618245
4.606060606,1.272727273,0.1358586521
4.666666667,1.272727273,0.1340765303
4.727272727,1.272727273,0.1324304457
4.787878788,1.272727273,0.1307097519
4.848484848,1.272727273,0.1291207649
4.909090909,1.272727273,0.1275493691
4.96969697,1.272727273,0.1261946987
5.03030303,1.272727273,0.124826339
5.090909091,1.272727273,0.1234436855
5.151515152,1.272727273,0.1220497429
5.212121212,1.272727273,0.1206066758
5.272727273,1.272727273,0.1192767594
5.333333333,1.272727273,0.1179689001
5.393939394,1.272727273,0.116746115
5.454545455,1.272727273,0.1154918029
5.515151515,1.272727273,0.1143170352
5.575757576,1.272727273,0.1133474507
5.636363636,1.272727273,0.1121178273
5.696969697,1.272727273,0.1108547845
5.757575758,1.272727273,0.1098293892
5.818181818,1.272727273,0.1086877493
5.878787879,1.272727273,0.1075848466
5.939393939,1.272727273,0.1066234357
6,1.272727273,0.105695251
0,1.333333333,1
0.06060606061,1.333333333,0.999337191
0.1212121212,1.333333333,0.9973334052
0.1818181818,1.333333333,0.9939898537
0.2424242424,1.333333333,0.98929035
0.303030303,1.333333333,0.9831767452
0.3636363636,1.333333333,0.9755150753
0.4242424242,1.333333333,0.9664233311
0.4848484848,1.333333333,0.9555467131
0.5454545455,1.333333333,0.9428724189
0.6060606061,1.333333333,0.9282997738
0.6666666667,1.333333333,0.90971392
0.7272727273,1.333333333,0.8901142146
0.7878787879,1.333333333,0.8685621916
0.8484848485,1.333333333,0.8427742507
0.9090909091,1.333333333,0.8153786388
0.9696969697,1.333333333,0.7874388546
1.03030303,1.333333333,0.7567926046
1.090909091,1.333333333,0.727177152
1.151515152,1.333333333,0.6967240952
1.212121212,1.333333333,0.6656324754
1.272727273,1.333333333,0.6355835018
1.333333333,1.333333333,0.6110541391
1.393939394,1.333333333,0.5834909557
1.454545455,1.333333333,0.5554212297
1.515151515,1.333333333,0.5307109654
1.575757576,1.333333333,0.5065325217
1.636363636,1.333333333,0.4826471979
1.696969697,1.333333333,0.463870755
1.757575758,1.333333333,0.4416450823
1.818181818,1.333333333,0.4211287337
1.878787879,1.333333333,0.4011949481
1.939393939,1.333333333,0.3833562013
2,1.333333333,0.3665879444
2.060606061,1.333333333,0.3527719764
2.121212121,1.333333333,0.3382827492
2.181818182,1.333333333,0.3258231478
2.242424242,1.333333333,0.3148411885
2.303030303,1.333333333,0.3043437625
2.363636364,1.333333333,0.2943043597
2.424242424,1.333333333,0.2824392339
2.484848485,1.333333333,0.2737200245
2.545454545,1.333333333,0.2651875292
2.606060606,1.333333333,0.2558824461
2.666666667,1.333333333,0.248308024
2.727272727,1.333333333,0.2411095937
2.787878788,1.333333333,0.2340453489
2.848484848,1.333333333,0.2276271054
2.909090909,1.333333333,0.2223202916
2.96969697,1.333333333,0.2177030042
3.03030303,1.333333333,0.2129453423
3.090909091,1.333333333,0.2089637923
3.151515152,1.333333333,0.2048833609
3.212121212,1.333333333,0.2006327228
3.272727273,1.333333333,0.1966030923
3.333333333,1.333333333,0.1925009544
3.393939394,1.333333333,0.1890676323
3.454545455,1.333333333,0.1853669199
3.515151515,1.333333333,0.1817514863
3.575757576,1.333333333,0.1784454863
3.636363636,1.333333333,0.1752481297
3.696969697,1.333333333,0.1718694231
3.757575758,1.333333333,0.1687036096
3.818181818,1.333333333,0.1656864645
3.878787879,1.333333333,0.1631994466
3.939393939,1.333333333,0.1606307286
4,1.333333333,0.1577615272
4.060606061,1.333333333,0.1552145482
4.121212121,1.333333333,0.152700079
4.181818182,1.333333333,0.1502929234
4.242424242,1.333333333,0.1478452515
4.303030303,1.333333333,0.1456193901
4.363636364,1.333333333,0.1435821231
4.424242424,1.333333333,0.1414857151
4.484848485,1.333333333,0.139527462
4.545454545,1.333333333,0.1378938759
4.606060606,1.333333333,0.1359495902
4.666666667,1.333333333,0.1341573278
4.727272727,1.333333333,0.132437468
4.787878788,1.333333333,0.1306869997
4.848484848,1.333333333,0.1292893725
4.909090909,1.333333333,0.1276951986
4.96969697,1.333333333,0.1263292261
5.03030303,1.333333333,0.1248004706
5.090909091,1.333333333,0.1234763629
5.151515152,1.333333333,0.1220520202
5.212121212,1.333333333,0.1207300464
5.272727273,1.333333333,0.1193159727
5.333333333,1.333333333,0.1180123777
5.393939394,1.333333333,0.1168287
5.454545455,1.333333333,0.1156208616
5.515151515,1.333333333,0.1144146052
5.575757576,1.333333333,0.1131702378
5.636363636,1.333333333,0.1122458618
5.696969697,1.333333333,0.1109866794
5.757575758,1.333333333,0.1098610866
5.818181818,1.333333333,0.1087608666
5.878787879,1.333333333,0.1076193309
5.939393939,1.333333333,0.1066820869
6,1.333333333,0.1058142607
0,1.393939394,1
0.06060606061,1.393939394,0.9993739587
0.1212121212,1.393939394,0.9974802689
0.1818181818,1.393939394,0.9943191906
0.2424242424,1.393939394,0.9898657591
0.303030303,1.393939394,0.9840664049
0.3636363636,1.393939394,0.9768203433
0.4242424242,1.393939394,0.9682179316
0.4848484848,1.393939394,0.9578723854
0.5454545455,1.393939394,0.946161877
0.6060606061,1.393939394,0.9320135647
0.6666666667,1.393939394,0.9152231759
0.7272727273,1.393939394,0.8963116834
0.7878787879,1.393939394,0.8755957714
0.8484848485,1.393939394,0.8518172546
0.9090909091,1.393939394,0.825526528
0.9696969697,1.393939394,0.7995834776
1.03030303,1.393939394,0.7704044864
1.090909091,1.393939394,0.7403128369
1.151515152,1.393939394,0.7101441818
1.212121212,1.393939394,0.6814256733
1.272727273,1.393939394,0.6504751448
1.333333333,1.393939394,0.6236942243
1.393939394,1.393939394,0.5993797657
1.454545455,1.393939394,0.5717367931
1.515151515,1.393939394,0.5452867148
1.575757576,1.393939394,0.5210880903
1.636363636,1.393939394,0.4967898569
1.696969697,1.393939394,0.4750169984
1.757575758,1.393939394,0.4560027382
1.818181818,1.393939394,0.4342564798
1.878787879,1.393939394,0.4143375082
1.939393939,1.393939394,0.3931286269
2,1.393939394,0.377286644
2.060606061,1.393939394,0.3608571712
2.121212121,1.393939394,0.3471109727
2.181818182,1.393939394,0.3336354068
2.242424242,1.393939394,0.3213453136
2.303030303,1.393939394,0.3107538676
2.363636364,1.393939394,0.2998858462
2.424242424,1.393939394,0.290101297
2.484848485,1.393939394,0.2789566139
2.545454545,1.393939394,0.2701338949
2.606060606,1.393939394,0.2618888236
2.666666667,1.393939394,0.2524738501
2.727272727,1.393939394,0.2453089617
2.787878788,1.393939394,0.2382555401
2.848484848,1.393939394,0.2308046452
2.909090909,1.393939394,0.22474465
2.96969697,1.393939394,0.219288227
3.03030303,1.393939394,0.2148443147
3.090909091,1.393939394,0.2103453213
3.151515152,1.393939394,0.2063885011
3.212121212,1.393939394,0.2026599534
3.272727273,1.393939394,0.1982562416
3.333333333,1.393939394,0.1942234976
3.393939394,1.393939394,0.1903249246
3.454545455,1.393939394,0.1868538119
3.515151515,1.393939394,0.1835027447
3.575757576,1.393939394,0.1795441319
3.636363636,1.393939394,0.1762534736
3.696969697,1.393939394,0.1730643358
3.757575758,1.393939394,0.1701210419
3.818181818,1.393939394,0.1669354805
3.878787879,1.393939394,0.1638531875
3.939393939,1.393939394,0.1612395318
4,1.393939394,0.1585275912
4.060606061,1.393939394,0.155925119
4.121212121,1.393939394,0.153603568
4.181818182,1.393939394,0.1509406627
4.242424242,1.393939394,0.1485038152
4.303030303,1.393939394,0.1461419583
4.363636364,1.393939394,0.1440248393
4.424242424,1.393939394,0.1419460513
4.484848485,1.393939394,0.1398688795
4.545454545,1.393939394,0.1380893057
4.606060606,1.393939394,0.1362972167
4.666666667,1.393939394,0.1344477531
4.727272727,1.393939394,0.1326087857
4.787878788,1.393939394,0.1310696247
4.848484848,1.393939394,0.1294632283
4.909090909,1.393939394,0.1278302123
4.96969697,1.393939394,0.1263462774
5.03030303,1.393939394,0.1249699335
5.090909091,1.393939394,0.1235236308
5.151515152,1.393939394,0.122297841
5.212121212,1.393939394,0.1207646053
5.272727273,1.393939394,0.1194539471
5.333333333,1.393939394,0.1180455919
5.393939394,1.393939394,0.1167807047
5.454545455,1.393939394,0.1156940846
5.515151515,1.393939394,0.1145013779
5.575757576,1.393939394,0.1133767572
5.636363636,1.393939394,0.1121951934
5.696969697,1.393939394,0.1111352913
5.757575758,1.393939394,0.1098822302
5.818181818,1.393939394,0.1088792361
5.878787879,1.393939394,0.1078397032
5.939393939,1.393939394,0.1067407553
6,1.393939394,0.1058593171
0,1.454545455,1
0.06060606061,1.454545455,0.9994081681
0.1212121212,1.454545455,0.9976170032
0.1818181818,1.454545455,0.9946252784
0.2424242424,1.454545455,0.9903991886
0.303030303,1.454545455,0.9849003862
0.3636363636,1.454545455,0.9780586577
0.4242424242,1.454545455,0.9698954411
0.4848484848,1.454545455,0.9602320985
0.5454545455,1.454545455,0.949001301
0.6060606061,1.454545455,0.9359146181
0.6666666667,1.454545455,0.9206131018
0.7272727273,1.454545455,0.9019107258
0.7878787879,1.454545455,0.882111737
0.8484848485,1.454545455,0.8607861393
0.9090909091,1.454545455,0.8358814592
0.9696969697,1.454545455,0.8091075335
1.03030303,1.454545455,0.7819540926
1.090909091,1.454545455,0.7526927034
1.151515152,1.454545455,0.723396931
1.212121212,1.454545455,0.6952360276
1.272727273,1.454545455,0.6650705508
1.333333333,1.454545455,0.6358597122
1.393939394,1.454545455,0.6118237516
1.454545455,1.454545455,0.5857971785
1.515151515,1.454545455,0.5595838846
1.575757576,1.454545455,0.5337360054
1.636363636,1.454545455,0.5121622691
1.696969697,1.454545455,0.4866531811
1.757575758,1.454545455,0.4673189329
1.818181818,1.454545455,0.4478071469
1.878787879,1.454545455,0.4267845063
1.939393939,1.454545455,0.4075525641
2,1.454545455,0.3866017374
2.060606061,1.454545455,0.371559936
2.121212121,1.454545455,0.3558801334
2.181818182,1.454545455,0.3429465091
2.242424242,1.454545455,0.3290350876
2.303030303,1.454545455,0.3171219147
2.363636364,1.454545455,0.3061931065
2.424242424,1.454545455,0.2956555236
2.484848485,1.454545455,0.2862415418
2.545454545,1.454545455,0.2762624975
2.606060606,1.454545455,0.2668196249
2.666666667,1.454545455,0.2587873012
2.727272727,1.454545455,0.2495022245
2.787878788,1.454545455,0.2423655921
2.848484848,1.454545455,0.2351681911
2.909090909,1.454545455,0.2280529068
2.96969697,1.454545455,0.2216599402
3.03030303,1.454545455,0.2162912805
3.090909091,1.454545455,0.2121284496
3.151515152,1.454545455,0.2079247991
3.212121212,1.454545455,0.2041569693
3.272727273,1.454545455,0.2000525404
3.333333333,1.454545455,0.1960667411
3.393939394,1.454545455,0.1921745646
3.454545455,1.454545455,0.1885274083
3.515151515,1.454545455,0.1848505993
3.575757576,1.454545455,0.1815232176
3.636363636,1.454545455,0.1774617919
3.696969697,1.454545455,0.1743159677
3.757575758,1.454545455,0.1713736967
3.818181818,1.454545455,0.1684902813
3.878787879,1.454545455,0.16511977
3.939393939,1.454545455,0.1621627455
4,1.454545455,0.1593975881
4.060606061,1.454545455,0.1567078329
4.121212121,1.454545455,0.1541991973
4.181818182,1.454545455,0.1517096375
4.242424242,1.454545455,0.149131887
4.303030303,1.454545455,0.1469546072
4.363636364,1.454545455,0.1447018073
4.424242424,1.454545455,0.142466527
4.484848485,1.454545455,0.1403546338
4.545454545,1.454545455,0.1383580021
4.606060606,1.454545455,0.1365442953
4.666666667,1.454545455,0.1348899433
4.727272727,1.454545455,0.1328987514
4.787878788,1.454545455,0.1312359297
4.848484848,1.454545455,0.1294882487
4.909090909,1.454545455,0.1279482905
4.96969697,1.454545455,0.126384168
5.03030303,1.454545455,0.1250363432
5.090909091,1.454545455,0.123635911
5.151515152,1.454545455,0.1223307185
5.212121212,1.454545455,0.120872189
5.272727273,1.454545455,0.119439475
5.333333333,1.454545455,0.11817561
5.393939394,1.454545455,0.1169230479
5.454545455,1.454545455,0.1156668763
5.515151515,1.454545455,0.1146817158
5.575757576,1.454545455,0.113555773
